lon	lat	e_mm_day	n_mm_day	u_mm_day	hor_mm_day
  -1.0725581e+02   3.7996660e+01   1.6898638e-01   1.9289393e-01  -7.4880079e-01   2.5644583e-01
  -1.0725582e+02   3.7997111e+01   6.2928378e-02   6.0319310e-02  -6.2869295e-01   8.7168801e-02
  -1.0725584e+02   3.7997562e+01   2.9400760e-01  -1.7678626e-01   9.6730752e-02   3.4306537e-01
  -1.0725494e+02   3.7986759e+01   4.8584459e-02  -1.4214486e-02  -2.9698599e-01   5.0621154e-02
  -1.0725495e+02   3.7987210e+01   1.0320902e-01   2.8401698e-03  -2.2262301e-01   1.0324809e-01
  -1.0725496e+02   3.7987660e+01   2.2881825e-02  -2.2347397e-02  -1.1838028e-01   3.1984122e-02
  -1.0725498e+02   3.7988111e+01   1.2370725e-01  -1.2858958e-01  -1.9943720e-01   1.7843420e-01
  -1.0725499e+02   3.7988562e+01   8.6271436e-02  -9.8398602e-02  -3.9963632e-01   1.3086270e-01
  -1.0725500e+02   3.7989012e+01   1.8018528e-01   1.5060493e-02  -3.3068256e-01   1.8081359e-01
  -1.0725502e+02   3.7989463e+01   1.3819717e-01  -5.4743905e-02  -1.8905059e-01   1.4864506e-01
  -1.0725503e+02   3.7989913e+01   1.1004115e-01   4.5028054e-03  -2.9221253e-01   1.1013324e-01
  -1.0725505e+02   3.7990364e+01   1.3183901e-01   3.5180957e-02  -2.9868133e-01   1.3645228e-01
  -1.0725506e+02   3.7990814e+01   9.0771270e-02  -3.3790380e-02  -2.3482275e-01   9.6856664e-02
  -1.0725507e+02   3.7991265e+01   1.3270668e-01  -2.4168010e-02  -3.1199980e-01   1.3488942e-01
  -1.0725509e+02   3.7991715e+01  -1.0168769e+00  -9.0921890e-01  -1.9256716e+00   1.3640813e+00
  -1.0725510e+02   3.7992166e+01  -7.1230239e+00  -7.0069798e+00  -1.5322300e+00   9.9917584e+00
  -1.0725511e+02   3.7992616e+01  -7.2333413e+00  -7.3384208e+00  -2.2453572e+00   1.0304060e+01
  -1.0725513e+02   3.7993067e+01  -8.5402804e+00  -6.4847519e+00  -1.9329080e+00   1.0723264e+01
  -1.0725514e+02   3.7993518e+01  -8.5164379e+00  -4.7442006e+00  -2.2246426e+00   9.7487001e+00
  -1.0725516e+02   3.7993968e+01  -3.2965824e-01  -1.8044023e-01  -6.8663581e-02   3.7581010e-01
  -1.0725517e+02   3.7994419e+01   6.3624238e-02  -1.5463765e-01   4.2542700e-02   1.6721497e-01
  -1.0725518e+02   3.7994869e+01   7.0280333e-02  -9.3109493e-03  -4.6922561e-01   7.0894422e-02
  -1.0725520e+02   3.7995320e+01   1.7739428e-01  -9.5459243e-02  -6.3912317e-01   2.0144775e-01
  -1.0725521e+02   3.7995770e+01   1.3504135e-01  -3.9335268e-02  -3.1857808e-01   1.4065358e-01
  -1.0725523e+02   3.7996221e+01   4.9268390e-02  -1.3448186e-01  -3.8163470e-02   1.4322271e-01
  -1.0725524e+02   3.7996671e+01   7.5484985e-02  -2.5487330e-01  -2.3526635e-01   2.6581644e-01
  -1.0725525e+02   3.7997122e+01   5.2925471e-02   2.7860214e-02  -7.7828805e-01   5.9810509e-02
  -1.0725527e+02   3.7997572e+01  -3.9489273e-02  -1.3172666e-01  -6.0404213e-01   1.3751842e-01
  -1.0725528e+02   3.7998023e+01   2.9562053e-01   1.2231736e-01   8.6350667e-02   3.1992661e-01
  -1.0725431e+02   3.7984968e+01   3.5854518e-01  -5.1557669e-01   6.9220404e-01   6.2799201e-01
  -1.0725435e+02   3.7986320e+01  -1.2639838e+00   2.3906740e+00   3.0440716e+00   2.7042517e+00
  -1.0725436e+02   3.7986770e+01   1.8303344e-01   2.8375879e-01   3.4517453e-01   3.3766891e-01
  -1.0725438e+02   3.7987221e+01   1.2199798e-01  -3.2128623e-03  -1.6451341e-01   1.2204028e-01
  -1.0725439e+02   3.7987671e+01   1.1453683e-01  -2.3029863e-02  -2.4545839e-01   1.1682919e-01
  -1.0725441e+02   3.7988122e+01   1.2773123e-01  -1.3677954e-02  -4.0554563e-01   1.2846149e-01
  -1.0725442e+02   3.7988573e+01   1.5108258e-01   1.0899541e-02  -2.6624307e-01   1.5147523e-01
  -1.0725443e+02   3.7989023e+01   1.3586485e-01   3.3334726e-02  -2.6883316e-01   1.3989446e-01
  -1.0725445e+02   3.7989474e+01   2.1246836e-01  -8.9861466e-03  -3.8431528e-01   2.1265831e-01
  -1.0725446e+02   3.7989924e+01  -1.1846460e-03   3.0523601e-01  -1.0651193e-01   3.0523831e-01
  -1.0725447e+02   3.7990375e+01   9.8894854e-02  -1.1892236e-02  -3.2485157e-01   9.9607316e-02
  -1.0725449e+02   3.7990825e+01   1.4313039e-01   3.1587158e-02  -5.3305045e-01   1.4657441e-01
  -1.0725450e+02   3.7991276e+01   1.1009734e-01   8.7019345e-02  -4.0841598e-01   1.4033457e-01
  -1.0725452e+02   3.7991726e+01   1.0892397e-01  -4.6724434e-02  -2.7312011e-01   1.1852258e-01
  -1.0725453e+02   3.7992177e+01  -1.3282855e+00  -1.3329580e+00  -2.2405346e+00   1.8817862e+00
  -1.0725454e+02   3.7992627e+01  -7.3805823e+00  -8.3616875e+00  -3.1978453e+00   1.1153063e+01
  -1.0725456e+02   3.7993078e+01  -9.1821053e+00  -7.2823747e+00  -2.3583046e+00   1.1719387e+01
  -1.0725457e+02   3.7993529e+01  -9.2188340e+00  -6.0494299e+00  -2.0220135e+00   1.1026446e+01
  -1.0725458e+02   3.7993979e+01  -6.3733859e+00  -4.8226526e+00  -1.8099666e+00   7.9923730e+00
  -1.0725460e+02   3.7994430e+01   9.5152376e-02  -5.6087621e-02  -4.2032468e-01   1.1045269e-01
  -1.0725461e+02   3.7994880e+01   1.3938208e-01  -2.9887635e-02  -2.7599989e-01   1.4255046e-01
  -1.0725463e+02   3.7995331e+01   1.8672114e-01  -1.0887499e-01   2.0064474e-01   2.1614474e-01
  -1.0725464e+02   3.7995781e+01   2.8518723e-01  -1.3041175e-01  -1.5049391e-02   3.1359046e-01
  -1.0725465e+02   3.7996232e+01   9.0571703e-02  -2.1717889e-02  -5.3397697e-01   9.3139143e-02
  -1.0725467e+02   3.7996682e+01   2.2402272e-01  -2.6258191e-01  -2.5038822e-01   3.4516002e-01
  -1.0725468e+02   3.7997133e+01   1.2462824e-01  -6.2160387e-02  -5.4976249e-01   1.3926993e-01
  -1.0725470e+02   3.7997583e+01   9.1215177e-02  -7.3914477e-02  -2.3111441e-01   1.1740340e-01
  -1.0725471e+02   3.7998034e+01   1.2077005e-01   1.8803605e-01  -7.0278088e-01   2.2347922e-01
  -1.0725472e+02   3.7998485e+01   1.5433515e-01  -5.1087057e-02  -7.0307020e-01   1.6257068e-01
  -1.0725374e+02   3.7984979e+01  -1.1557705e+00   1.0218234e+00  -4.7255684e+00   1.5427017e+00
  -1.0725376e+02   3.7985880e+01   1.9916198e-01   1.5711700e-02  -3.2448562e-01   1.9978076e-01
  -1.0725378e+02   3.7986331e+01   2.8012489e-01  -5.3983357e-02  -3.3557210e-01   2.8527909e-01
  -1.0725379e+02   3.7986781e+01  -8.6886317e-02  -1.9295326e-01  -1.5504753e+00   2.1161331e-01
  -1.0725381e+02   3.7987232e+01  -5.9323386e-02  -4.4057097e-01  -9.7323550e-01   4.4454701e-01
  -1.0725382e+02   3.7987682e+01   1.5928671e-01   3.8575333e-02  -3.9368843e-01   1.6389116e-01
  -1.0725383e+02   3.7988133e+01   1.5551065e-01   6.8624891e-02  -2.6453191e-01   1.6997923e-01
  -1.0725385e+02   3.7988583e+01   8.5884113e-02  -8.0620478e-03  -1.9911118e-01   8.6261680e-02
  -1.0725386e+02   3.7989034e+01   6.7492915e-02   2.6928307e-02  -3.9271793e-01   7.2666548e-02
  -1.0725388e+02   3.7989485e+01   2.1804145e-01   2.7651585e-03  -5.1394398e-01   2.1805898e-01
  -1.0725389e+02   3.7989935e+01  -1.7378820e-01  -1.3329625e-01  -7.5104891e-01   2.1902107e-01
  -1.0725390e+02   3.7990386e+01   8.4182886e-02  -3.3088953e-02  -2.6733632e-01   9.0452402e-02
  -1.0725392e+02   3.7990836e+01   1.6702976e-01  -5.1864176e-03  -4.4526604e-01   1.6711027e-01
  -1.0725393e+02   3.7991287e+01  -1.2502455e-01  -5.1217881e-02   1.3417035e-01   1.3510888e-01
  -1.0725394e+02   3.7991737e+01   7.5549740e-02  -2.6659729e-02  -5.7448864e-01   8.0115569e-02
  -1.0725396e+02   3.7992188e+01   8.5811076e-02   6.9441534e-03  -3.5854161e-01   8.6091591e-02
  -1.0725397e+02   3.7992638e+01  -2.0231474e+00  -2.1884870e+00  -1.9272045e+00   2.9803693e+00
  -1.0725399e+02   3.7993089e+01  -8.9691082e+00  -8.0616995e+00  -1.8058459e+00   1.2059681e+01
  -1.0725400e+02   3.7993539e+01  -8.9163506e+00  -7.5863023e+00  -2.0623943e+00   1.1706976e+01
  -1.0725401e+02   3.7993990e+01  -8.3550610e+00  -8.0631624e+00  -2.0400314e+00   1.1611272e+01
  -1.0725403e+02   3.7994441e+01  -5.5416734e+00  -5.5831980e+00  -2.9756223e+00   7.8665268e+00
  -1.0725404e+02   3.7994891e+01   5.5135011e-02  -9.5479284e-02  -3.2438799e-01   1.1025499e-01
  -1.0725405e+02   3.7995342e+01   1.5240504e-01  -7.3018834e-02  -3.4512330e-01   1.6899422e-01
  -1.0725407e+02   3.7995792e+01   2.4700098e-01  -1.1254159e-01  -2.0259959e-01   2.7143157e-01
  -1.0725408e+02   3.7996243e+01   2.9634994e-01  -8.4414116e-02   7.7900856e-03   3.0813800e-01
  -1.0725410e+02   3.7996693e+01   1.7280582e-01   1.1309288e-02  -2.5718983e-01   1.7317550e-01
  -1.0725411e+02   3.7997144e+01   1.9235358e-01   2.5173817e-02  -5.8466671e-01   1.9399386e-01
  -1.0725412e+02   3.7997594e+01   1.6847855e-01  -1.1394263e-01  -4.3635047e-01   2.0339112e-01
  -1.0725414e+02   3.7998045e+01   1.5034121e-01   3.1011396e-02  -3.7488893e-01   1.5350631e-01
  -1.0725415e+02   3.7998496e+01  -2.4942218e-02   2.3319500e-01  -1.7060999e+00   2.3452510e-01
  -1.0725416e+02   3.7998946e+01  -1.3277003e-01   9.7895002e-02  -1.6191674e+00   1.6495852e-01
  -1.0725315e+02   3.7984540e+01   8.8552149e-02   2.1990202e-01   1.2683892e-01   2.3706198e-01
  -1.0725317e+02   3.7984990e+01   3.8140261e-01  -4.8400536e-01  -1.5509567e-01   6.1622166e-01
  -1.0725318e+02   3.7985441e+01   1.1860965e-01   2.9369677e-02  -5.3139104e-01   1.2219176e-01
  -1.0725319e+02   3.7985891e+01   7.5989511e-02   1.6990764e-02  -7.1373067e-01   7.7865858e-02
  -1.0725321e+02   3.7986342e+01  -1.1818595e-03   1.2364903e-01  -2.9469389e-02   1.2365468e-01
  -1.0725325e+02   3.7987693e+01  -2.9543600e-01   2.0236154e-01   3.7626283e-01   3.5809583e-01
  -1.0725326e+02   3.7988144e+01   1.2568895e-01  -5.0310052e-03  -6.7109220e-01   1.2578960e-01
  -1.0725328e+02   3.7988594e+01   9.3349813e-02  -1.8871429e-02  -1.6523685e-01   9.5238219e-02
  -1.0725329e+02   3.7989045e+01   2.8041236e-02   1.8421990e-02  -1.7653255e-01   3.3551165e-02
  -1.0725330e+02   3.7989496e+01   7.6337398e-02  -3.3769178e-03  -5.3983365e-01   7.6412053e-02
  -1.0725332e+02   3.7989946e+01   3.6248373e-01  -2.2780792e-01  -8.1478125e-01   4.2812487e-01
  -1.0725333e+02   3.7990397e+01   1.4214830e-01  -2.6688168e-02  -2.6633311e-01   1.4463194e-01
  -1.0725334e+02   3.7990847e+01   1.3843206e-01  -7.0119257e-03  -3.3525758e-01   1.3860954e-01
  -1.0725336e+02   3.7991298e+01  -1.1344658e-01   1.1662461e-02   7.4345171e-02   1.1404446e-01
  -1.0725337e+02   3.7991748e+01  -1.0403706e-01   4.2280306e-03   1.8068992e-02   1.0412294e-01
  -1.0725339e+02   3.7992199e+01   1.2823905e-02   2.2044020e-02  -1.9559922e-01   2.5502771e-02
  -1.0725340e+02   3.7992649e+01   1.2668983e-01   1.3271849e-01  -4.8740674e-01   1.8347891e-01
  -1.0725341e+02   3.7993100e+01  -2.7597283e+00  -2.8487413e+00  -1.2921777e+00   3.9662863e+00
  -1.0725343e+02   3.7993550e+01  -7.9169876e+00  -9.6375734e+00  -2.3379743e+00   1.2472430e+01
  -1.0725344e+02   3.7994001e+01  -7.9728433e+00  -8.7101873e+00  -2.0669792e+00   1.1808200e+01
  -1.0725346e+02   3.7994452e+01  -8.0217235e+00  -8.8135877e+00  -2.5811719e+00   1.1917524e+01
  -1.0725347e+02   3.7994902e+01  -4.2697993e+00  -4.6563737e+00  -1.7021297e+00   6.3176738e+00
  -1.0725348e+02   3.7995353e+01   6.9553246e-02  -1.0331149e-01  -2.8714819e-01   1.2454284e-01
  -1.0725350e+02   3.7995803e+01   7.3040254e-02  -2.9742661e-02  -3.6837715e-01   7.8863836e-02
  -1.0725351e+02   3.7996254e+01   2.4651833e-01  -2.7607841e-01   6.2201390e-02   3.7012238e-01
  -1.0725352e+02   3.7996704e+01   2.7341073e-01  -1.3829650e-01   1.4536356e-01   3.0639737e-01
  -1.0725354e+02   3.7997155e+01   8.3883323e-02  -8.5542194e-02  -1.4562000e-01   1.1980767e-01
  -1.0725355e+02   3.7997605e+01   6.2568753e-02  -1.0700319e-01  -1.8996256e-01   1.2395374e-01
  -1.0725357e+02   3.7998056e+01   2.0711059e-01  -1.5730223e-01  -3.6089803e-01   2.6007458e-01
  -1.0725358e+02   3.7998506e+01   1.1161057e-01  -2.9739283e-02  -7.8235521e-01   1.1550474e-01
  -1.0725359e+02   3.7998957e+01   1.8737218e-01   1.8167502e-01  -7.9529873e-01   2.6098687e-01
  -1.0725361e+02   3.7999408e+01  -2.6445812e-02   2.2801854e-01  -1.6911224e+00   2.2954702e-01
  -1.0725258e+02   3.7984550e+01   4.3482786e-02   9.7768433e-03   7.2118997e-02   4.4568367e-02
  -1.0725259e+02   3.7985001e+01   5.2758432e-02   4.2347397e-02  -4.5858539e-01   6.7651712e-02
  -1.0725261e+02   3.7985452e+01  -1.8635576e-02  -1.4819068e-01  -7.0318462e-01   1.4935783e-01
  -1.0725262e+02   3.7985902e+01  -4.3947899e-02   8.0772766e-02  -7.5604150e-01   9.1954649e-02
  -1.0725264e+02   3.7986353e+01   2.0671132e-01  -9.5837613e-02  -9.9454613e-01   2.2784735e-01
  -1.0725265e+02   3.7986803e+01   1.7981354e-01  -1.9154612e-01  -4.3488702e+00   2.6272195e-01
  -1.0725270e+02   3.7988605e+01   1.7236479e-01   1.3611443e-02  -2.5404350e-01   1.7290139e-01
  -1.0725272e+02   3.7989056e+01   1.6619351e-01  -7.1919037e-02  -1.6078017e-02   1.8108736e-01
  -1.0725273e+02   3.7989506e+01   2.1049971e-01  -5.4716312e-02  -4.3917067e-01   2.1749483e-01
  -1.0725275e+02   3.7989957e+01   1.5041954e-01  -1.0603661e-01  -6.7057991e-01   1.8403750e-01
  -1.0725276e+02   3.7990408e+01   1.3253613e-01  -9.4149028e-02  -1.9963048e-01   1.6257265e-01
  -1.0725277e+02   3.7990858e+01   1.9735863e-01  -2.0292412e-02  -3.1414925e-01   1.9839912e-01
  -1.0725279e+02   3.7991309e+01  -3.2493953e-02   1.7218887e-02  -2.4171224e-01   3.6774271e-02
  -1.0725280e+02   3.7991759e+01  -1.1412024e-01   7.6368988e-02   5.0101668e-02   1.3731588e-01
  -1.0725281e+02   3.7992210e+01  -1.2017502e-01   7.6385130e-02   1.5040802e-01   1.4239636e-01
  -1.0725283e+02   3.7992660e+01  -2.4789170e-03  -1.0578257e-01  -1.4781250e-01   1.0581162e-01
  -1.0725284e+02   3.7993111e+01  -1.8623115e-01  -1.9560681e-01   2.9289155e-01   2.7008159e-01
  -1.0725286e+02   3.7993561e+01  -5.8635327e+00  -6.7972161e+00  -3.9600704e+00   8.9768125e+00
  -1.0725287e+02   3.7994012e+01  -8.5927482e+00  -8.6741035e+00  -2.8657741e+00   1.2209643e+01
  -1.0725288e+02   3.7994462e+01  -9.1523434e+00  -9.1302434e+00  -3.0384904e+00   1.2927751e+01
  -1.0725290e+02   3.7994913e+01  -9.1575394e+00  -8.8866092e+00  -2.5139996e+00   1.2760578e+01
  -1.0725291e+02   3.7995364e+01  -3.1178058e+00  -2.5899618e+00  -1.9475128e+00   4.0532228e+00
  -1.0725293e+02   3.7995814e+01   7.1157927e-02  -7.1803004e-02  -4.0039695e-01   1.0108967e-01
  -1.0725294e+02   3.7996265e+01   6.5399304e-02   2.3138642e-02  -5.5537860e-01   6.9371937e-02
  -1.0725295e+02   3.7996715e+01   6.7971041e-02  -3.1183958e-02  -4.1018851e-01   7.4783031e-02
  -1.0725297e+02   3.7997166e+01   1.2378606e-01  -7.8153775e-02  -3.4003125e-01   1.4639331e-01
  -1.0725298e+02   3.7997616e+01   1.2871357e-01  -1.5134138e-01  -4.3548505e-01   1.9867409e-01
  -1.0725299e+02   3.7998067e+01   1.0204338e+00  -7.4280373e-01   3.7827876e+00   1.2621579e+00
  -1.0725301e+02   3.7998517e+01   1.0537745e-01  -1.3728792e-01  -5.4952870e-01   1.7306756e-01
  -1.0725305e+02   3.7999869e+01  -7.6975170e-02  -4.8296772e-03  -4.9876550e-01   7.7126536e-02
  -1.0725201e+02   3.7984561e+01   6.4450426e-02  -4.1795346e-02  -2.4632800e-01   7.6816068e-02
  -1.0725202e+02   3.7985012e+01   1.3328384e-01   4.5681134e-02  -3.5266431e-01   1.4089482e-01
  -1.0725204e+02   3.7985463e+01   3.5111497e-01  -4.3497926e-01   8.1750878e-01   5.5900687e-01
  -1.0725205e+02   3.7985913e+01   6.7693397e-02   1.5499635e-01  -8.0201658e-01   1.6913386e-01
  -1.0725206e+02   3.7986364e+01  -4.6181649e-01  -8.4730189e-02  -5.7043822e-01   4.6952495e-01
  -1.0725213e+02   3.7988616e+01   4.0922158e-02   8.3038299e-03  -3.0182925e-01   4.1756156e-02
  -1.0725215e+02   3.7989067e+01   5.0030639e-02  -4.2840581e-02  -5.9330148e-01   6.5866381e-02
  -1.0725216e+02   3.7989517e+01   1.5752569e-01  -8.9363089e-02  -4.6242305e-01   1.8110799e-01
  -1.0725217e+02   3.7989968e+01   3.5048723e-01  -2.4353946e-01  -6.7067811e-01   4.2679359e-01
  -1.0725219e+02   3.7990419e+01   2.0037474e-01  -1.6517132e-02  -3.2747713e-01   2.0105435e-01
  -1.0725220e+02   3.7990869e+01   9.0939766e-02  -3.1272633e-03  -4.2988640e-01   9.0993521e-02
  -1.0725222e+02   3.7991320e+01  -5.4575534e-01   3.4191842e-01  -1.6851191e+00   6.4401638e-01
  -1.0725223e+02   3.7991770e+01   2.4141564e-01   1.9995830e-02  -4.9996092e-01   2.4224232e-01
  -1.0725224e+02   3.7992221e+01  -5.7331391e-02   1.3023796e-01   6.3631117e-03   1.4229833e-01
  -1.0725226e+02   3.7992671e+01  -1.3974326e-01   8.0686459e-02   8.8435883e-02   1.6136444e-01
  -1.0725227e+02   3.7993122e+01  -4.0421025e-02   8.5088863e-02  -5.8921646e-01   9.4201772e-02
  -1.0725228e+02   3.7993572e+01   1.1980539e-01  -1.6615690e-02  -4.8177522e-01   1.2095211e-01
  -1.0725230e+02   3.7994023e+01  -5.2370777e+00  -5.4187918e+00  -4.3698257e+00   7.5359331e+00
  -1.0725231e+02   3.7994473e+01  -9.1535167e+00  -8.7800576e+00  -2.7278819e+00   1.2683701e+01
  -1.0725233e+02   3.7994924e+01  -9.2300358e+00  -8.9028200e+00  -2.6085961e+00   1.2823953e+01
  -1.0725234e+02   3.7995375e+01  -9.6616304e+00  -8.3182104e+00  -3.2375431e+00   1.2749107e+01
  -1.0725235e+02   3.7995825e+01  -2.5556276e+00  -2.8967591e+00   1.0678664e+00   3.8629581e+00
  -1.0725237e+02   3.7996276e+01   2.5977272e-02  -8.2857373e-02  -3.0231896e-01   8.6834112e-02
  -1.0725238e+02   3.7996726e+01   1.2607756e-01   3.4224607e-02  -4.1082971e-01   1.3064025e-01
  -1.0725239e+02   3.7997177e+01   1.6792059e-01  -1.0000891e-02  -4.7965438e-01   1.6821814e-01
  -1.0725241e+02   3.7997627e+01   9.3224298e-02  -8.7651029e-02  -3.7141616e-01   1.2795887e-01
  -1.0725242e+02   3.7998078e+01  -8.7719814e-02  -9.4549293e-02  -2.3273327e-02   1.2897416e-01
  -1.0725244e+02   3.7998528e+01   1.1483345e-01  -9.3336475e-02  -3.5444146e-01   1.4798114e-01
  -1.0725245e+02   3.7998979e+01   4.5804134e-01  -7.0641139e-02  -2.8356660e-02   4.6345662e-01
  -1.0725246e+02   3.7999429e+01  -9.8809838e-02   1.7831513e-01   4.6311016e-02   2.0386189e-01
  -1.0725248e+02   3.7999880e+01   1.8920130e-01   1.8101198e-01  -5.6206756e-01   2.6184436e-01
  -1.0725144e+02   3.7984572e+01   3.9056198e-02   1.2627172e-02  -1.5041099e-01   4.1046706e-02
  -1.0725145e+02   3.7985023e+01  -1.8854438e-02   4.8947396e-02  -3.5570063e-01   5.2453192e-02
  -1.0725146e+02   3.7985473e+01   7.7201912e-01   7.4151995e-02  -5.5872262e-01   7.7557208e-01
  -1.0725148e+02   3.7985924e+01   2.2903861e-01   7.1132180e-02  -4.3404475e-01   2.3983009e-01
  -1.0725152e+02   3.7987276e+01   2.9019371e+00  -8.8971089e-01   2.6366979e+00   3.0352635e+00
  -1.0725153e+02   3.7987726e+01   5.4878565e-01  -2.8303026e-01  -4.7642103e-01   6.1747212e-01
  -1.0725155e+02   3.7988177e+01   2.5710762e-01   5.5448650e-02  -4.7524064e-01   2.6301878e-01
  -1.0725156e+02   3.7988627e+01   2.3766270e-01   2.1326780e-02  -3.2837741e-01   2.3861766e-01
  -1.0725158e+02   3.7989078e+01   2.1729176e-01   5.2959398e-02  -4.5897686e-01   2.2365242e-01
  -1.0725159e+02   3.7989528e+01   1.6714324e-01   3.4891337e-02  -5.4311056e-01   1.7074621e-01
  -1.0725160e+02   3.7989979e+01   2.0750144e-01  -2.1384375e-02  -4.5500440e-01   2.0860043e-01
  -1.0725162e+02   3.7990429e+01   1.3455596e-01  -9.2949772e-02  -6.9903168e-01   1.6353888e-01
  -1.0725163e+02   3.7990880e+01   1.7005709e-01  -3.0830272e-03  -4.8240873e-01   1.7008503e-01
  -1.0725164e+02   3.7991331e+01   5.7362920e-01   5.4458969e-01  -6.0396185e-01   7.9096675e-01
  -1.0725166e+02   3.7991781e+01   2.5511575e-01   3.3618148e-02  -3.9403950e-01   2.5732125e-01
  -1.0725167e+02   3.7992232e+01   6.4780857e-02   1.2315651e-01  -1.3565185e-01   1.3915490e-01
  -1.0725169e+02   3.7992682e+01  -2.0478526e-01  -2.4072237e-01   9.5687990e-01   3.1604472e-01
  -1.0725170e+02   3.7993133e+01  -8.5854084e-02  -6.6869313e-02  -1.0029351e-01   1.0882292e-01
  -1.0725171e+02   3.7993583e+01   6.7081919e-02   5.2193487e-02  -3.5737332e-01   8.4994964e-02
  -1.0725173e+02   3.7994034e+01  -9.9047487e-03  -4.1013895e-02  -5.1008902e-01   4.2192933e-02
  -1.0725174e+02   3.7994484e+01  -4.4313617e+00  -3.6285654e+00  -4.1772588e+00   5.7274299e+00
  -1.0725175e+02   3.7994935e+01  -9.8460869e+00  -8.2707161e+00  -3.1771236e+00   1.2858856e+01
  -1.0725177e+02   3.7995385e+01  -9.2850171e+00  -6.4513345e+00  -1.8392323e+00   1.1306249e+01
  -1.0725178e+02   3.7995836e+01  -7.0742227e+00  -6.1586921e+00  -1.9471765e+00   9.3794517e+00
  -1.0725180e+02   3.7996287e+01  -2.6448138e+00  -2.8248850e+00   1.1870072e+00   3.8697564e+00
  -1.0725181e+02   3.7996737e+01   9.0664365e-02  -2.8903139e-02  -3.8526236e-01   9.5159962e-02
  -1.0725182e+02   3.7997188e+01   1.4296790e-01   3.0763550e-03  -5.3990769e-01   1.4300099e-01
  -1.0725184e+02   3.7997638e+01   6.2517583e-02  -5.9767242e-02  -3.2721627e-01   8.6490296e-02
  -1.0725185e+02   3.7998089e+01   6.9695125e-02  -8.6931440e-02  -6.0109996e-01   1.1142031e-01
  -1.0725186e+02   3.7998539e+01   2.0036370e-01  -1.5343499e-01   4.4812737e-02   2.5236464e-01
  -1.0725188e+02   3.7998990e+01   3.8788398e-01  -1.5851246e-01  -6.4532518e-02   4.1902289e-01
  -1.0725189e+02   3.7999440e+01   4.1436826e-01   1.8130885e-01  -6.3982194e-01   4.5229853e-01
  -1.0725191e+02   3.7999891e+01   2.5735679e-01  -1.8055661e-01  -6.0378373e-01   3.1437749e-01
  -1.0725192e+02   3.8000342e+01   1.8115655e-01  -3.2370817e-01   2.1501229e-01   3.7095104e-01
  -1.0725085e+02   3.7984133e+01  -2.5824552e-01  -1.0108470e+00   4.4254507e-01   1.0433132e+00
  -1.0725087e+02   3.7984583e+01  -1.6096647e-02  -1.3964576e-01   1.9596927e-01   1.4057041e-01
  -1.0725088e+02   3.7985034e+01   2.1591775e-02   1.8270683e-01   1.7302127e-01   1.8397824e-01
  -1.0725089e+02   3.7985484e+01   2.2888667e-01   2.5335719e-01  -3.9000197e-01   3.4143663e-01
  -1.0725091e+02   3.7985935e+01   1.9021482e-01  -9.0130410e-01  -1.5702699e+00   9.2115729e-01
  -1.0725093e+02   3.7986836e+01   1.9944716e-01   2.8057274e-01  -1.8805962e-01   3.4423863e-01
  -1.0725095e+02   3.7987287e+01   5.9684238e-02   5.0526836e-02  -3.2080018e-01   7.8199549e-02
  -1.0725096e+02   3.7987737e+01   3.2299127e-02  -3.3213404e-02  -3.4051334e-01   4.6328866e-02
  -1.0725098e+02   3.7988188e+01   1.0233135e-01  -9.6252227e-03  -1.9459923e-01   1.0278303e-01
  -1.0725099e+02   3.7988638e+01   1.3229390e-01  -6.5248807e-02  -1.8645702e-01   1.4750961e-01
  -1.0725100e+02   3.7989089e+01   9.5071350e-02  -5.6237256e-02  -3.5243039e-01   1.1045900e-01
  -1.0725102e+02   3.7989539e+01   9.7130025e-02  -5.4821331e-03  -5.4928589e-01   9.7284611e-02
  -1.0725103e+02   3.7989990e+01   1.9339165e-01  -1.7245605e-02  -4.5379549e-01   1.9415906e-01
  -1.0725104e+02   3.7990440e+01   1.5090148e-01   4.8904757e-02  -4.2978377e-01   1.5862829e-01
  -1.0725106e+02   3.7990891e+01   2.3178094e-01  -2.4682634e-01  -7.5118478e-01   3.3859364e-01
  -1.0725107e+02   3.7991342e+01   2.4572822e-01  -4.2576255e-03  -5.2821350e-01   2.4576511e-01
  -1.0725109e+02   3.7991792e+01   4.4679476e-02   1.6401363e-01  -1.1382901e+00   1.6999038e-01
  -1.0725110e+02   3.7992243e+01   1.0569410e-01  -7.8700441e-03  -6.6358494e-01   1.0598670e-01
  -1.0725111e+02   3.7992693e+01  -3.2336277e-02  -6.8522142e-02  -1.3861961e-01   7.5768851e-02
  -1.0725113e+02   3.7993144e+01   1.1961930e-01   8.4042363e-02  -3.7195472e-01   1.4619129e-01
  -1.0725114e+02   3.7993594e+01   7.5547690e-02  -9.0348157e-02  -4.2730916e-02   1.1777200e-01
  -1.0725116e+02   3.7994045e+01   4.2094597e-02  -1.5727446e-02  -3.1100717e-01   4.4936707e-02
  -1.0725117e+02   3.7994495e+01   5.8634630e-02  -1.5185690e-01  -6.2328929e-01   1.6278371e-01
  -1.0725118e+02   3.7994946e+01  -9.0831568e+00  -6.3813213e+00  -4.2285007e+00   1.1100676e+01
  -1.0725120e+02   3.7995396e+01  -9.6707796e+00  -5.8307673e+00  -1.5508821e+00   1.1292556e+01
