lon	lat	e_mm_day	n_mm_day	u_mm_day	hor_mm_day
  -1.0727459e+02   3.7993594e+01   7.7588696e-02   6.8687418e-03  -3.1951229e-01   7.7892139e-02
  -1.0727460e+02   3.7994044e+01   4.8823771e-02  -5.7980718e-03  -3.6940535e-01   4.9166841e-02
  -1.0727369e+02   3.7982792e+01  -1.9029510e-01   2.3094087e-03   1.8893192e-01   1.9030911e-01
  -1.0727370e+02   3.7983242e+01  -2.0317597e-01   1.0909244e-01   9.5333943e-02   2.3061144e-01
  -1.0727371e+02   3.7983693e+01  -1.2301229e-01  -2.7536443e-01   6.2802013e-02   3.0159177e-01
  -1.0727373e+02   3.7984143e+01  -4.8368129e-02  -1.1303524e-02  -1.3213745e+00   4.9671375e-02
  -1.0727374e+02   3.7984594e+01  -5.8194348e-02   6.4412200e-02  -8.6496180e-03   8.6807336e-02
  -1.0727375e+02   3.7985044e+01   1.9266016e-02   1.1037055e-01  -1.3280595e-01   1.1203945e-01
  -1.0727377e+02   3.7985495e+01   7.2205011e-02   1.9508243e-02  -5.7687763e-01   7.4793951e-02
  -1.0727378e+02   3.7985946e+01   8.3598062e-02  -3.4224209e-02  -3.7644186e-01   9.0332345e-02
  -1.0727380e+02   3.7986396e+01   3.3397785e-02  -8.1739273e-02  -3.6420809e-01   8.8299042e-02
  -1.0727381e+02   3.7986847e+01   5.1769360e-02  -5.8461163e-02  -3.2033877e-01   7.8088247e-02
  -1.0727382e+02   3.7987297e+01   3.0550408e-02  -4.3357861e-03  -3.6112948e-01   3.0856546e-02
  -1.0727384e+02   3.7987748e+01   4.1931819e-02  -3.6830923e-02  -3.8728576e-01   5.5810342e-02
  -1.0727385e+02   3.7988198e+01   6.2068629e-02  -2.5178847e-02  -3.8333381e-01   6.6981259e-02
  -1.0727387e+02   3.7988649e+01   7.8291185e-02  -3.6856907e-02  -3.4404663e-01   8.6532891e-02
  -1.0727388e+02   3.7989099e+01   4.5696719e-02   1.0719896e-02  -3.1855410e-01   4.6937259e-02
  -1.0727389e+02   3.7989550e+01   5.5914662e-02  -3.4999449e-02  -3.1685055e-01   6.5965224e-02
  -1.0727391e+02   3.7990000e+01   7.8127860e-02  -6.3235202e-02  -2.9679016e-01   1.0051196e-01
  -1.0727392e+02   3.7990451e+01   2.9035241e-02  -2.9445010e-03  -3.4167326e-01   2.9184162e-02
  -1.0727394e+02   3.7990901e+01   1.1635341e-01  -9.3553384e-02  -4.1921209e-01   1.4929953e-01
  -1.0727395e+02   3.7991352e+01   1.7000488e-01   5.6588056e-02  -3.7459189e-01   1.7917552e-01
  -1.0727396e+02   3.7991803e+01   8.3309737e-02   3.1663652e-02  -2.2436176e-01   8.9124066e-02
  -1.0727398e+02   3.7992253e+01   1.5677694e-01   2.4176955e-02  -5.2749760e-01   1.5863018e-01
  -1.0727399e+02   3.7992704e+01   7.4403094e-02  -3.9150477e-03  -4.4851478e-01   7.4506026e-02
  -1.0727401e+02   3.7993154e+01   1.1777702e-01  -3.5901877e-02  -3.2279137e-01   1.2312746e-01
  -1.0727402e+02   3.7993605e+01   7.1798047e-02   2.2299432e-02  -2.9530172e-01   7.5181276e-02
  -1.0727403e+02   3.7994055e+01   7.8436477e-02   5.3176626e-02  -3.2918493e-01   9.4763044e-02
  -1.0727311e+02   3.7982803e+01  -1.3583012e-01   1.3253520e-01  -3.4004260e-03   1.8977724e-01
  -1.0727313e+02   3.7983253e+01  -4.1588037e-02  -1.9677016e-01  -1.0336920e+00   2.0111703e-01
  -1.0727314e+02   3.7983704e+01  -2.0114581e-01  -1.1166169e-03   7.5634123e-01   2.0114890e-01
  -1.0727316e+02   3.7984154e+01   1.3411420e-02   2.8462329e-01   4.8472871e-01   2.8493909e-01
  -1.0727317e+02   3.7984605e+01  -1.0076489e-01   3.9665332e-02  -1.6514163e-01   1.0829082e-01
  -1.0727318e+02   3.7985055e+01  -4.9455075e-02   1.2847553e-01   5.1200522e-02   1.3766542e-01
  -1.0727320e+02   3.7985506e+01   8.1601411e-02   2.7296013e-02  -3.1184183e-01   8.6045701e-02
  -1.0727321e+02   3.7985957e+01   8.2123536e-02  -2.6689020e-02  -3.2702737e-01   8.6351485e-02
  -1.0727323e+02   3.7986407e+01   5.0384275e-02  -5.1399633e-02  -3.7268397e-01   7.1975673e-02
  -1.0727324e+02   3.7986858e+01  -7.3025513e-02   4.7843805e-02  -2.9761477e-02   8.7302664e-02
  -1.0727325e+02   3.7987308e+01   7.1560041e-02  -3.5323938e-02  -4.2896511e-01   7.9803634e-02
  -1.0727327e+02   3.7987759e+01   6.3454474e-02  -3.2181707e-02  -4.4784846e-01   7.1148665e-02
  -1.0727328e+02   3.7988209e+01   8.0711708e-02  -2.1328358e-02  -4.0530731e-01   8.3482206e-02
  -1.0727329e+02   3.7988660e+01   9.5340918e-02  -3.5562214e-02  -3.3710523e-01   1.0175737e-01
  -1.0727331e+02   3.7989110e+01   7.7715795e-02   2.4434367e-02  -1.8450676e-01   8.1466454e-02
  -1.0727332e+02   3.7989561e+01   8.9285836e-02  -5.5541213e-02  -3.1147842e-01   1.0515126e-01
  -1.0727334e+02   3.7990011e+01  -1.5735900e-01   9.2704623e-02   2.4007640e-01   1.8263625e-01
  -1.0727335e+02   3.7990462e+01   9.0493874e-02   4.5021917e-02  -1.5687072e-01   1.0107480e-01
  -1.0727336e+02   3.7990913e+01   6.7574762e-02   1.0141895e-01  -4.8467753e-01   1.2186940e-01
  -1.0727338e+02   3.7991363e+01   8.1153539e-02   1.4397281e-02  -1.9875076e-01   8.2420741e-02
  -1.0727339e+02   3.7991814e+01   3.7908957e-02   1.2803853e-02  -2.8773751e-01   4.0012844e-02
  -1.0727341e+02   3.7992264e+01   1.0600089e-01  -2.9121364e-02  -2.7970073e-01   1.0992836e-01
  -1.0727342e+02   3.7992715e+01   8.4179567e-02   4.7519104e-02  -2.5400082e-01   9.6665737e-02
  -1.0727343e+02   3.7993165e+01   4.9978668e-02   9.6422554e-03  -2.8081190e-01   5.0900298e-02
  -1.0727345e+02   3.7993616e+01   4.6404166e-02  -2.4374405e-03  -4.1227846e-01   4.6468136e-02
  -1.0727346e+02   3.7994066e+01   8.1285977e-02   3.7462918e-02  -3.0894759e-01   8.9503521e-02
  -1.0727254e+02   3.7982814e+01  -3.3864282e-01   3.7382200e-01  -2.7532797e-01   5.0440247e-01
  -1.0727256e+02   3.7983264e+01  -3.9979972e-01   5.8154232e-02  -8.6656213e-02   4.0400709e-01
  -1.0727257e+02   3.7983715e+01  -1.0996854e-01   3.5258162e-01   8.3777649e-01   3.6933302e-01
  -1.0727258e+02   3.7984165e+01  -1.0016377e-01  -1.1673068e-01  -5.7466347e-01   1.5381428e-01
  -1.0727260e+02   3.7984616e+01   1.6064453e-02   1.0728615e-01  -2.5526019e-01   1.0848218e-01
  -1.0727261e+02   3.7985067e+01   1.3739945e-02   1.9300348e-01  -9.4289913e-02   1.9349194e-01
  -1.0727263e+02   3.7985517e+01  -7.4374490e-02   2.4540259e-02   1.1336436e-01   7.8318510e-02
  -1.0727264e+02   3.7985968e+01   4.8304316e-02  -6.0793951e-02  -3.9649801e-01   7.7647996e-02
  -1.0727265e+02   3.7986418e+01   6.1694335e-02  -6.6414216e-02  -4.2119053e-01   9.0647885e-02
  -1.0727267e+02   3.7986869e+01   7.3274170e-02  -6.7649510e-02  -4.2360169e-01   9.9727429e-02
  -1.0727268e+02   3.7987319e+01  -7.3356535e-02   6.7526233e-02  -5.9017771e-02   9.9704431e-02
  -1.0727270e+02   3.7987770e+01  -6.1873701e-02   8.4983542e-02  -6.3769903e-04   1.0512163e-01
  -1.0727271e+02   3.7988220e+01   1.1427207e-01  -9.3583814e-03  -4.4678863e-01   1.1465464e-01
  -1.0727272e+02   3.7988671e+01   6.8839895e-02  -3.7001168e-02  -3.0277886e-01   7.8153807e-02
  -1.0727274e+02   3.7989121e+01   1.3248332e-01   1.7041155e-03  -2.6526241e-01   1.3249428e-01
  -1.0727275e+02   3.7989572e+01   8.8119868e-02  -9.9574773e-02  -3.7543257e-01   1.3296709e-01
  -1.0727276e+02   3.7990022e+01   7.0371355e-02  -1.9904326e-02  -3.4068678e-01   7.3132140e-02
  -1.0727278e+02   3.7990473e+01   5.1665420e-02   8.1400374e-03  -2.7243770e-01   5.2302732e-02
  -1.0727279e+02   3.7990924e+01   8.7749231e-02  -4.0946586e-02  -3.1194020e-01   9.6832589e-02
  -1.0727281e+02   3.7991374e+01   3.0960028e-02  -2.2637079e-02  -5.1496876e-01   3.8353105e-02
  -1.0727282e+02   3.7991825e+01   6.4630452e-02  -5.7132909e-03  -3.0468504e-01   6.4882486e-02
  -1.0727283e+02   3.7992275e+01   1.2350036e-01  -1.1670632e-02  -3.5811706e-01   1.2405056e-01
  -1.0727285e+02   3.7992726e+01   9.3046526e-02  -4.5617403e-03  -2.9955121e-01   9.3158282e-02
  -1.0727286e+02   3.7993176e+01   5.8577928e-02   3.4983151e-02  -3.4576820e-01   6.8228985e-02
  -1.0727288e+02   3.7993627e+01   5.9680814e-02   6.8907924e-03  -3.7115327e-01   6.0077305e-02
  -1.0727289e+02   3.7994077e+01   1.3001294e-01   4.2861515e-02  -2.9413439e-01   1.3689585e-01
  -1.0727198e+02   3.7983275e+01  -5.1103568e-02   5.6059234e-01   1.6396426e+00   5.6291682e-01
  -1.0727200e+02   3.7983726e+01  -3.9901335e-02  -6.9924926e-03   1.3690077e-01   4.0509400e-02
  -1.0727201e+02   3.7984177e+01  -2.7535029e-02   1.6214291e-01  -2.5955697e-01   1.6446428e-01
  -1.0727203e+02   3.7984627e+01  -6.5015121e-02   3.8223273e-02   1.9871860e-02   7.5418728e-02
  -1.0727204e+02   3.7985078e+01  -1.4177686e-01   3.8323271e-02  -1.4580283e-01   1.4686508e-01
  -1.0727205e+02   3.7985528e+01  -9.6606584e-02  -6.5272964e-02  -1.2228701e-01   1.1659070e-01
  -1.0727207e+02   3.7985979e+01  -8.6107595e-02  -5.3931393e-02  -2.7801186e-01   1.0160272e-01
  -1.0727208e+02   3.7986429e+01  -4.1958516e-02  -3.3245024e-02  -3.6804504e-01   5.3532688e-02
  -1.0727210e+02   3.7986880e+01   9.4385615e-03  -3.5568806e-02  -3.8513866e-01   3.6799816e-02
  -1.0727211e+02   3.7987330e+01   5.3408576e-02  -1.2425428e-02  -3.2883823e-01   5.4834909e-02
  -1.0727212e+02   3.7987781e+01  -5.5139431e-02   8.8506569e-02  -3.8671234e-02   1.0427737e-01
  -1.0727214e+02   3.7988231e+01   8.6987305e-02  -4.9202165e-02  -3.8878896e-01   9.9938202e-02
  -1.0727215e+02   3.7988682e+01   4.8973720e-02  -5.3610628e-02  -3.4614783e-01   7.2612153e-02
  -1.0727217e+02   3.7989132e+01   1.0601140e-01  -9.7207441e-03  -3.7455749e-01   1.0645614e-01
  -1.0727218e+02   3.7989583e+01   1.1778210e-01   2.3374930e-02  -1.6412613e-01   1.2007918e-01
  -1.0727219e+02   3.7990034e+01   8.4938950e-02  -3.0877021e-02  -3.1458081e-01   9.0377074e-02
  -1.0727221e+02   3.7990484e+01   7.7249155e-02  -5.5764755e-03  -3.2483532e-01   7.7450171e-02
  -1.0727222e+02   3.7990935e+01   7.5928596e-02   3.8722547e-02  -4.1827722e-01   8.5232548e-02
  -1.0727223e+02   3.7991385e+01   9.1106734e-02  -6.9490164e-02  -4.0611431e-01   1.1458324e-01
  -1.0727225e+02   3.7991836e+01   1.1475065e-01  -9.8733821e-03  -3.8373097e-01   1.1517463e-01
  -1.0727226e+02   3.7992286e+01   6.9431922e-02   3.3232533e-02  -2.5054794e-01   7.6975276e-02
  -1.0727228e+02   3.7992737e+01   9.4991553e-02  -3.1700040e-03  -3.9330949e-01   9.5044432e-02
  -1.0727229e+02   3.7993187e+01   1.1780011e-01  -5.1571114e-03  -4.5083296e-01   1.1791295e-01
  -1.0727230e+02   3.7993638e+01   7.4886194e-02   3.9761634e-02  -3.3298494e-01   8.4787556e-02
  -1.0727232e+02   3.7994088e+01   7.7123203e-02   4.3018519e-02  -3.9726193e-01   8.8309577e-02
  -1.0727141e+02   3.7983286e+01   3.2232280e-01   1.0230691e-01  -8.8770285e-01   3.3816962e-01
  -1.0727143e+02   3.7983737e+01  -3.5563226e-02   3.2510914e-02  -8.4741989e-02   4.8184049e-02
  -1.0727144e+02   3.7984188e+01  -5.0730901e-02  -4.6197986e-02  -1.3330871e-01   6.8613980e-02
  -1.0727145e+02   3.7984638e+01  -4.5148122e-02  -1.3680529e-01   1.5399338e-01   1.4406263e-01
  -1.0727147e+02   3.7985089e+01  -6.1255590e-02   1.1977212e-01   8.7241391e-02   1.3452735e-01
  -1.0727148e+02   3.7985539e+01  -2.4394833e-01  -3.6919353e-02   2.1859661e-01   2.4672622e-01
  -1.0727150e+02   3.7985990e+01  -2.6589458e+00  -1.1202444e+00  -1.3914639e+00   2.8852973e+00
  -1.0727151e+02   3.7986440e+01  -3.8993503e+00  -1.1652984e+00  -9.8069476e-01   4.0697485e+00
  -1.0727152e+02   3.7986891e+01  -2.1511191e+00   1.1554175e-01  -5.0415455e-01   2.1542198e+00
  -1.0727154e+02   3.7987341e+01  -4.1350551e-01   7.8893531e-02  -5.6432084e-01   4.2096437e-01
  -1.0727155e+02   3.7987792e+01  -1.2976592e-01   5.6964204e-02  -6.5443717e-01   1.4171843e-01
  -1.0727157e+02   3.7988242e+01   2.6552080e-02   1.7118377e-03  -2.3025225e-01   2.6607204e-02
  -1.0727158e+02   3.7988693e+01   1.0330522e-01  -5.9124536e-02  -2.9325432e-01   1.1902806e-01
  -1.0727159e+02   3.7989144e+01   8.4875189e-02  -1.5332935e-02  -3.8348894e-01   8.6249039e-02
  -1.0727161e+02   3.7989594e+01   1.1231572e-01  -2.5411915e-02  -2.3593802e-01   1.1515462e-01
  -1.0727162e+02   3.7990045e+01   1.3234690e-01  -7.1910178e-04  -3.1065098e-01   1.3234885e-01
  -1.0727164e+02   3.7990495e+01   9.4955156e-02   1.2426143e-02  -2.1122226e-01   9.5764767e-02
  -1.0727165e+02   3.7990946e+01   1.1017120e-01   2.5091379e-02  -3.6972404e-01   1.1299235e-01
  -1.0727166e+02   3.7991396e+01   8.5789215e-02  -3.9745860e-02  -3.8519104e-01   9.4549050e-02
  -1.0727168e+02   3.7991847e+01   8.2084068e-02  -2.3840278e-02  -2.9774701e-01   8.5476038e-02
  -1.0727169e+02   3.7992297e+01   7.7989274e-02  -3.4722326e-02  -4.1212026e-01   8.5369590e-02
  -1.0727171e+02   3.7992748e+01   7.5184264e-02   6.1732087e-03  -3.6603434e-01   7.5437272e-02
  -1.0727172e+02   3.7993198e+01   1.0117834e-01   1.5119490e-02  -3.6140333e-01   1.0230179e-01
  -1.0727173e+02   3.7993649e+01   8.9418095e-02   8.0828320e-03  -4.2694747e-01   8.9782670e-02
  -1.0727175e+02   3.7994099e+01   1.1384956e-01   4.6378586e-02  -4.0756948e-01   1.2293370e-01
  -1.0727084e+02   3.7983298e+01  -3.4279501e-02   1.1172443e-01  -1.1358147e-01   1.1686502e-01
  -1.0727086e+02   3.7983748e+01  -1.4678649e-02   5.6428393e-02  -1.3863344e-02   5.8306314e-02
  -1.0727087e+02   3.7984199e+01  -1.6682526e-02   9.7537218e-02   1.0348075e-01   9.8953603e-02
  -1.0727088e+02   3.7984649e+01   4.1192295e-02   2.0399974e-01  -1.3929913e-01   2.0811703e-01
  -1.0727090e+02   3.7985100e+01  -7.1872773e-02  -4.6436937e-02  -2.4849574e-01   8.5569180e-02
  -1.0727091e+02   3.7985550e+01  -2.0601564e-01  -1.6258990e-01  -2.3128045e-01   2.6244603e-01
  -1.0727093e+02   3.7986001e+01  -4.1036182e+00  -1.5404705e+00  -8.5179601e-01   4.3832331e+00
  -1.0727094e+02   3.7986451e+01  -4.3625280e+00  -1.3840357e+00  -8.4444049e-01   4.5768117e+00
  -1.0727095e+02   3.7986902e+01  -4.3545035e+00  -1.1054182e+00  -8.7344962e-01   4.4926218e+00
  -1.0727097e+02   3.7987352e+01  -3.3922014e+00   4.7951284e-03  -8.3760793e-01   3.3922048e+00
  -1.0727098e+02   3.7987803e+01  -2.3140758e+00   6.6479380e-01  -1.7407416e+00   2.4076748e+00
  -1.0727099e+02   3.7988253e+01  -7.2703125e-01   4.1688202e-01  -1.2176598e+00   8.3807223e-01
  -1.0727101e+02   3.7988704e+01   3.2038233e-02   2.4233328e-02  -3.7454121e-01   4.0170917e-02
  -1.0727102e+02   3.7989155e+01   8.4925213e-02  -2.7984994e-02  -4.2849369e-01   8.9417289e-02
  -1.0727104e+02   3.7989605e+01   6.8675653e-02   6.7205406e-03  -1.2920242e-01   6.9003702e-02
  -1.0727105e+02   3.7990056e+01   8.1580057e-02  -3.9800406e-03  -2.7374615e-01   8.1677086e-02
  -1.0727106e+02   3.7990506e+01   8.6301019e-02   7.6670048e-03  -3.2092213e-01   8.6640919e-02
  -1.0727108e+02   3.7990957e+01   2.7811081e-02  -3.3675739e-02  -2.8096100e-01   4.3675069e-02
  -1.0727109e+02   3.7991407e+01   6.3781304e-02  -5.0792766e-02  -2.9805705e-01   8.1535022e-02
  -1.0727111e+02   3.7991858e+01   9.2539270e-02  -1.4585909e-03  -4.0662430e-01   9.2550764e-02
  -1.0727112e+02   3.7992308e+01   9.3931225e-02   2.1058263e-02  -4.3067474e-01   9.6262794e-02
  -1.0727113e+02   3.7992759e+01   8.0902368e-02  -3.3069267e-02  -4.0087909e-01   8.7400055e-02
  -1.0727115e+02   3.7993209e+01   9.8061937e-02  -4.9930700e-03  -3.3447430e-01   9.8188972e-02
  -1.0727116e+02   3.7993660e+01   9.7963096e-02  -3.8878561e-02  -4.3781065e-01   1.0539597e-01
  -1.0727118e+02   3.7994111e+01   8.9833338e-02   5.0928858e-02  -3.2625468e-01   1.0326557e-01
  -1.0727119e+02   3.7994561e+01   9.3000509e-02  -1.8210757e-02  -4.0699295e-01   9.4766694e-02
  -1.0727027e+02   3.7983309e+01  -8.7723643e-02   7.3237260e-02   1.3127258e-01   1.1427657e-01
  -1.0727028e+02   3.7983759e+01  -1.1064389e-01  -1.2922886e-01  -3.5733799e-01   1.7012398e-01
  -1.0727030e+02   3.7984210e+01  -3.6600208e-02   1.4519203e-01  -1.2441380e-02   1.4973410e-01
  -1.0727031e+02   3.7984660e+01  -1.5097920e-01  -1.3542471e-02  -1.8281560e-01   1.5158535e-01
  -1.0727033e+02   3.7985111e+01  -4.3165691e-02   7.0308722e-02   1.2276110e-01   8.2502081e-02
  -1.0727034e+02   3.7985561e+01  -4.9843660e-01  -2.4093855e-01  -7.2516890e-01   5.5361578e-01
  -1.0727035e+02   3.7986012e+01  -4.0762067e+00  -1.4015485e+00  -1.1592042e+00   4.3104292e+00
  -1.0727037e+02   3.7986462e+01  -4.4371101e+00  -1.4259048e+00  -9.2350782e-01   4.6605955e+00
  -1.0727038e+02   3.7986913e+01  -4.6508147e+00  -1.2696486e+00  -1.0083822e+00   4.8210046e+00
  -1.0727040e+02   3.7987363e+01  -4.4149087e+00  -6.6505911e-01  -9.6568445e-01   4.4647198e+00
  -1.0727041e+02   3.7987814e+01  -3.2214966e+00   6.5190104e-01  -8.7607957e-01   3.2867941e+00
  -1.0727042e+02   3.7988265e+01  -2.4406030e+00   1.1119847e+00  -2.6106898e-01   2.6819868e+00
  -1.0727044e+02   3.7988715e+01  -4.4968043e-01   2.7419386e-01  -8.7793700e-02   5.2668279e-01
  -1.0727045e+02   3.7989166e+01  -9.2458047e-02   1.0653503e-01  -1.0875087e-01   1.4106099e-01
  -1.0727046e+02   3.7989616e+01   5.7846653e-02   1.2299316e-02  -2.2650484e-01   5.9139737e-02
  -1.0727048e+02   3.7990067e+01   7.3415388e-02  -7.8207509e-03  -1.8902483e-01   7.3830775e-02
  -1.0727049e+02   3.7990517e+01   7.3004418e-02   3.2638522e-02  -3.0701433e-01   7.9968232e-02
  -1.0727051e+02   3.7990968e+01   6.6837078e-02  -1.0407844e-02  -1.3559779e-01   6.7642577e-02
  -1.0727052e+02   3.7991418e+01   8.0722121e-02   3.4598441e-02  -3.7399091e-01   8.7824330e-02
  -1.0727053e+02   3.7991869e+01  -1.6666926e-02  -8.1748143e-02   4.0925135e-02   8.3429882e-02
  -1.0727055e+02   3.7992319e+01   7.5805713e-02  -4.1216328e-02  -3.8772304e-01   8.6286105e-02
  -1.0727056e+02   3.7992770e+01   1.1268475e-01  -2.4110467e-02  -3.1862747e-01   1.1523527e-01
  -1.0727058e+02   3.7993220e+01   1.1808086e-01  -1.2044041e-02  -3.0593104e-01   1.1869351e-01
  -1.0727059e+02   3.7993671e+01   8.1885738e-02  -3.1074364e-03  -3.0396389e-01   8.1944678e-02
  -1.0727060e+02   3.7994122e+01   7.3598725e-02   1.6278853e-02  -3.8982323e-01   7.5377539e-02
  -1.0727062e+02   3.7994572e+01   7.7354111e-02  -4.9030012e-02  -2.7022423e-01   9.1583844e-02
  -1.0726970e+02   3.7983320e+01  -4.1205969e-02   2.5036078e-02   7.5269836e-02   4.8215527e-02
  -1.0726971e+02   3.7983770e+01  -6.2012407e-02  -4.5452577e-03   6.9327297e-02   6.2178758e-02
  -1.0726973e+02   3.7984221e+01  -6.4665056e-02  -3.4227563e-02  -5.4853257e-02   7.3164852e-02
  -1.0726974e+02   3.7984671e+01  -5.3747531e-02  -3.4084871e-02  -1.0175840e-01   6.3644132e-02
  -1.0726975e+02   3.7985122e+01  -9.1529305e-02  -1.5648745e-01  -2.6849046e-01   1.8128965e-01
  -1.0726977e+02   3.7985572e+01  -2.4187201e-01  -1.0591955e-01  -2.0412339e-01   2.6404739e-01
  -1.0726978e+02   3.7986023e+01  -4.0728921e+00  -1.3674868e+00  -8.7138980e-01   4.2963321e+00
  -1.0726980e+02   3.7986473e+01  -4.5427621e+00  -1.3101839e+00  -8.4529099e-01   4.7279245e+00
  -1.0726981e+02   3.7986924e+01  -4.7064729e+00  -1.2693622e+00  -9.1096579e-01   4.8746454e+00
  -1.0726982e+02   3.7987374e+01  -4.7164961e+00  -9.7636833e-01  -8.7418805e-01   4.8164957e+00
  -1.0726984e+02   3.7987825e+01  -3.4489446e+00   4.2256669e-01  -6.7871339e-01   3.4747348e+00
  -1.0726985e+02   3.7988276e+01  -2.2245523e+00   8.6139495e-01  -5.0867681e-01   2.3855051e+00
  -1.0726987e+02   3.7988726e+01  -1.3880201e+00   7.4372039e-01  -6.0377248e-01   1.5747126e+00
  -1.0726988e+02   3.7989177e+01  -8.5159553e-01   5.2784916e-01  -7.5817440e-01   1.0019180e+00
  -1.0726989e+02   3.7989627e+01  -2.3942989e-02   1.2092146e-01  -2.0837797e-01   1.2326908e-01
  -1.0726991e+02   3.7990078e+01   1.8850234e-01  -1.2113301e-02  -1.5994888e-01   1.8889115e-01
  -1.0726992e+02   3.7990528e+01   7.5385867e-02   1.9157315e-02  -4.2683713e-01   7.7781949e-02
  -1.0726993e+02   3.7990979e+01  -1.0138055e-02  -1.3849948e-01  -5.1133898e-01   1.3887003e-01
  -1.0726995e+02   3.7991429e+01   4.9484984e-02  -1.6564977e-01  -2.8348987e-01   1.7288322e-01
  -1.0726996e+02   3.7991880e+01   6.1643141e-01  -7.5885774e-01   1.3972568e+00   9.7767723e-01
  -1.0726998e+02   3.7992330e+01   1.5264151e-01   3.7352733e-02  -6.9274199e-01   1.5714534e-01
  -1.0726999e+02   3.7992781e+01   2.2919037e-01  -1.4131706e-04  -3.9988312e-01   2.2919042e-01
  -1.0727000e+02   3.7993232e+01   5.0349902e-02   4.6024730e-03  -2.4294822e-01   5.0559820e-02
  -1.0727002e+02   3.7993682e+01   5.0327289e-02   3.1134989e-02  -3.7940450e-01   5.9179587e-02
  -1.0727003e+02   3.7994133e+01   9.6224009e-02  -1.3257999e-02  -2.6397448e-01   9.7133076e-02
  -1.0727005e+02   3.7994583e+01   3.9424776e-02  -4.8729872e-02  -2.7845498e-01   6.2681045e-02
  -1.0726913e+02   3.7983331e+01   5.8199835e-02  -2.9431687e-02  -2.0092127e-01   6.5218440e-02
  -1.0726914e+02   3.7983781e+01  -6.2974698e-02   8.0323282e-03  -2.4166014e-01   6.3484887e-02
  -1.0726915e+02   3.7984232e+01  -4.7768947e-02   1.7992829e-02  -1.5227274e-01   5.1045217e-02
  -1.0726917e+02   3.7984682e+01   8.2173207e-02   1.7230409e-01   2.2911338e-04   1.9089561e-01
  -1.0726918e+02   3.7985133e+01  -2.1922205e-02   2.6423181e-02   2.2992568e-02   3.4333184e-02
  -1.0726920e+02   3.7985583e+01  -7.4189670e-02   7.2908052e-02   1.2653968e-01   1.0401774e-01
  -1.0726921e+02   3.7986034e+01  -3.7625422e+00  -1.0947555e+00  -6.6915179e-01   3.9185729e+00
  -1.0726922e+02   3.7986484e+01  -4.4566351e+00  -1.2391693e+00  -7.9032207e-01   4.6257040e+00
  -1.0726924e+02   3.7986935e+01  -4.7671805e+00  -1.2623113e+00  -8.6708253e-01   4.9314744e+00
  -1.0726925e+02   3.7987385e+01  -4.7227766e+00  -8.2897912e-01  -8.1193084e-01   4.7949792e+00
  -1.0726927e+02   3.7987836e+01  -4.1961966e+00  -3.9071625e-01  -1.0215378e+00   4.2143476e+00
  -1.0726928e+02   3.7988287e+01  -2.4039047e+00   5.2697882e-01  -8.7078572e-01   2.4609885e+00
  -1.0726929e+02   3.7988737e+01  -1.5872120e+00   6.9309705e-01  -6.6694421e-01   1.7319426e+00
  -1.0726931e+02   3.7989188e+01  -1.2411443e+00   1.1206546e+00  -1.7198645e-01   1.6722159e+00
  -1.0726932e+02   3.7989638e+01  -5.0695682e-01   7.4295628e-01   3.9697975e-02   8.9943830e-01
  -1.0726934e+02   3.7990089e+01   5.8292469e-02  -8.0898673e-04  -3.0964253e-01   5.8298083e-02
  -1.0726935e+02   3.7990539e+01   8.8484819e-02  -5.0034440e-02  -3.9005877e-01   1.0165141e-01
  -1.0726936e+02   3.7990990e+01   5.9593106e-02  -3.6652907e-02  -2.5916554e-01   6.9962661e-02
  -1.0726938e+02   3.7991440e+01   1.2507059e-01  -1.2894423e-02  -2.9496846e-01   1.2573353e-01
  -1.0726939e+02   3.7991891e+01   1.8849242e-01  -5.0190628e-02  -4.1580485e-01   1.9506022e-01
  -1.0726940e+02   3.7992341e+01   2.2735716e-01   6.5179384e-02  -6.1184142e-01   2.3651561e-01
  -1.0726942e+02   3.7992792e+01   2.4525953e-01  -9.6384141e-02  -4.7400722e-01   2.6351876e-01
  -1.0726943e+02   3.7993243e+01   2.1121426e-01   6.4941153e-03  -4.5927393e-01   2.1131407e-01
  -1.0726945e+02   3.7993693e+01   9.8545416e-02  -3.3775467e-02  -2.2582451e-01   1.0417284e-01
  -1.0726946e+02   3.7994144e+01   5.7662625e-02  -3.9374857e-02  -3.3315994e-01   6.9823762e-02
  -1.0726947e+02   3.7994594e+01   1.1181921e-01  -1.2591591e-01  -5.3172579e-01   1.6839939e-01
  -1.0726857e+02   3.7983792e+01  -7.3484232e-02   9.3956913e-02   2.8214872e-02   1.1928048e-01
  -1.0726858e+02   3.7984243e+01  -1.8284527e-01   1.2466441e-02   1.0959958e-01   1.8326976e-01
  -1.0726860e+02   3.7984693e+01  -5.8591625e-02  -2.9885397e-02  -1.8992090e-01   6.5773212e-02
  -1.0726861e+02   3.7985144e+01  -9.8912776e-02  -5.9816703e-02   3.6394794e-02   1.1559314e-01
  -1.0726863e+02   3.7985594e+01  -7.7728976e-02   5.8284516e-02   9.0447733e-02   9.7153891e-02
  -1.0726864e+02   3.7986045e+01  -3.4991672e+00  -1.0932438e+00  -1.3586978e+00   3.6659723e+00
  -1.0726865e+02   3.7986495e+01  -4.4557872e+00  -1.2065858e+00  -7.9933249e-01   4.6162635e+00
