ox,ue,uz
38968.968968969,-2.06280785045647,1.01339728409645
39039.039039039,-2.06140575014435,1.010073969487
39109.1091091091,-2.05999880510927,1.00674392784775
39179.1791791792,-2.05858706468668,1.00340718465455
39249.2492492492,-2.05717057811621,1.00006376546061
39319.3193193193,-2.05574939454311,0.996713695896829
39389.3893893894,-2.05432356301879,0.993357001672572
39459.4594594595,-2.05289313250163,0.989993708576244
39529.5295295295,-2.05145815185787,0.986623842475764
39599.5995995996,-2.05001866986233,0.983247429319376
39669.6696696697,-2.04857473519956,0.979864495136044
39739.7397397397,-2.04712639646438,0.976475066036173
39809.8098098098,-2.04567370216241,0.973079168212154
39879.8798798799,-2.04421670071148,0.969676827938939
39949.94994995,-2.04275544044195,0.966268071574793
40020.02002002,-2.04128996959762,0.962852925561586
40090.0900900901,-2.03982033633638,0.959431416425707
40160.1601601602,-2.03834658873117,0.956003570778438
40230.2302302302,-2.03686877477034,0.952569415316728
40300.3003003003,-2.03538694235891,0.949128976823567
40370.3703703704,-2.0339011393188,0.945682282168809
40440.4404404404,-2.03241141338972,0.942229358309596
40510.5105105105,-2.03091781223021,0.938770232291078
40580.5805805806,-2.02942038341734,0.935304931246896
40650.6506506506,-2.02791917444869,0.931833482399897
40720.7207207207,-2.0264142327421,0.92835591306259
40790.7907907908,-2.0249056056365,0.924872250637846
40860.8608608609,-2.02339334039292,0.921382522619537
40930.9309309309,-2.02187748419464,0.917886756592943
41001.001001001,-2.02035808414828,0.914384980235545
41071.0710710711,-2.01883518728398,0.91087722131751
41141.1411411411,-2.01730884055647,0.907363507702364
41211.2112112112,-2.01577909084523,0.903843867347515
41281.2812812813,-2.01424598495554,0.900318328304896
41351.3513513514,-2.01270956961866,0.896786918721529
41421.4214214214,-2.0111698914927,0.893249666840209
41491.4914914915,-2.00962699716291,0.889706601000009
41561.5615615616,-2.00808093314269,0.88615774963693
41631.6316316316,-2.00653174587364,0.882603141284507
41701.7017017017,-2.00497948172628,0.879042804574356
41771.7717717718,-2.00342418700077,0.875476768236818
41841.8418418418,-2.00186590792737,0.871905061101662
41911.9119119119,-2.00030469066669,0.868327712098479
41981.981981982,-1.99874058131062,0.864744750257454
42052.0520520521,-1.99717362588235,0.861156204709943
42122.1221221221,-1.99560387033742,0.85756210468903
42192.1921921922,-1.99403136056364,0.853962479530142
42262.2622622623,-1.99245614238205,0.850357358671677
42332.3323323323,-1.99087826154663,0.846746771655803
42402.4024024024,-1.98929776374615,0.843130748128634
42472.4724724725,-1.98771469460324,0.839509317841188
42542.5425425425,-1.98612909967523,0.835882510649948
42612.6126126126,-1.98454102445507,0.832250356517501
42682.6826826827,-1.9829505143712,0.828612885512883
42752.7527527528,-1.98135761478793,0.824970127812604
42822.8228228228,-1.97976237100649,0.821322113701051
42892.8928928929,-1.97816482826474,0.817668873571012
42962.962962963,-1.97656503173776,0.814010437924547
43033.033033033,-1.97496302653835,0.810346837373312
43103.1031031031,-1.97335885771745,0.806678102639667
43173.1731731732,-1.97175257026409,0.8030042645565
43243.2432432432,-1.97014420910631,0.799325354068777
43313.3133133133,-1.96853381911112,0.795641402233481
43383.3833833834,-1.96692144508486,0.791952440220597
43453.4534534535,-1.96530713177375,0.78825849931355
43523.5235235235,-1.96369092386366,0.78455961090955
43593.5935935936,-1.96207286598161,0.780855806522367
43663.6636636637,-1.96045300269446,0.777147117778477
43733.7337337337,-1.95883137851038,0.77343357642223
43803.8038038038,-1.95720803787868,0.769715214314233
43873.8738738739,-1.95558302519023,0.765992063432406
43943.9439439439,-1.95395638477753,0.762264155872628
44014.014014014,-1.95232816091525,0.75853152384949
44084.0840840841,-1.95069839782007,0.754794199696662
44154.1541541542,-1.94906713965145,0.751052215867915
44224.2242242242,-1.94743443051126,0.747305604937438
44294.2942942943,-1.94580031444451,0.743554399600658
44364.3643643644,-1.94416483543918,0.73979863267485
44434.4344344344,-1.94252803742673,0.736038337099791
44504.5045045045,-1.94088996428202,0.732273545938352
44574.5745745746,-1.93925065982355,0.728504292377223
44644.6446446446,-1.93761016781393,0.724730609727745
44714.7147147147,-1.93596853195949,0.720952531425938
44784.7847847848,-1.93432579591088,0.717170091033941
44854.8548548549,-1.93268200326312,0.713383322240204
44924.9249249249,-1.93103719755548,0.7095922588602
44994.994994995,-1.92939142227203,0.705796934837261
45065.0650650651,-1.92774472084126,0.701997384243017
45135.1351351351,-1.92609713663667,0.698193641278224
45205.2052052052,-1.92444871297651,0.694385740273369
45275.2752752753,-1.92279949312381,0.690573715689221
45345.3453453453,-1.92114952028707,0.686757602117831
45415.4154154154,-1.91949883761945,0.682937434282769
45485.4854854855,-1.91784748821935,0.679113247040102
45555.5555555556,-1.91619551513048,0.675285075378945
45625.6256256256,-1.91454296134159,0.671452954422186
45695.6956956957,-1.91288986978683,0.667616919427108
45765.7657657658,-1.91123628334548,0.663777005786078
45835.8358358358,-1.90958224484194,0.65993324902716
45905.9059059059,-1.90792779704604,0.656085684814974
45975.975975976,-1.90627298267283,0.652234348951214
46046.046046046,-1.9046178443824,0.648379277375312
46116.1161161161,-1.90296242478004,0.644520506165215
46186.1861861862,-1.90130676641605,0.640658071537964
46256.2562562563,-1.89965091178597,0.636792009850527
46326.3263263263,-1.89799490333013,0.632922357600332
46396.3963963964,-1.89633878343364,0.629049151425968
46466.4664664665,-1.8946825944265,0.625172428107861
46536.5365365365,-1.89302637858344,0.621292224569141
46606.6066066066,-1.89137017812366,0.617408577876039
46676.6766766767,-1.88971403521068,0.613521525238753
46746.7467467468,-1.88805799195251,0.609631104012061
46816.8168168168,-1.886402090401,0.605737351696023
46886.8868868869,-1.88474637255222,0.601840305936708
46956.956956957,-1.88309088034595,0.597940004526934
47027.027027027,-1.8814356556656,0.594036485406588
47097.0970970971,-1.87978074033788,0.590129786663872
47167.1671671672,-1.87812617613283,0.586219946535551
47237.2372372372,-1.87647200476327,0.582307003407771
47307.3073073073,-1.87481826788507,0.578390995816885
47377.3773773774,-1.87316500709634,0.574471962449871
47447.4474474474,-1.87151226393757,0.57054994214523
47517.5175175175,-1.86986007989113,0.566624973893594
47587.5875875876,-1.86820849638118,0.562697096838407
47657.6576576577,-1.86655755477321,0.558766350276628
47727.7277277277,-1.86490729637386,0.554832773659393
47797.7977977978,-1.86325776243046,0.550896406592633
47867.8678678679,-1.86160899413096,0.546957288838002
47937.9379379379,-1.8599610326032,0.543015460313151
48008.008008008,-1.85831391891494,0.539070961092928
48078.0780780781,-1.85666769407319,0.535123831409417
48148.1481481481,-1.8550223990241,0.531174111653265
48218.2182182182,-1.85337807465229,0.52722184237389
48288.2882882883,-1.85173476178069,0.523267064280401
48358.3583583584,-1.85009250116988,0.519309818242089
48428.4284284284,-1.84845133351796,0.515350145289422
48498.4984984985,-1.84681129945972,0.511388086614199
48568.5685685686,-1.84517243956659,0.507423683570781
48638.6386386386,-1.84353479434585,0.50345697767637
48708.7087087087,-1.84189840424023,0.499488010611755
48778.7787787788,-1.84026330962738,0.495516824221943
48848.8488488489,-1.83862955081971,0.491543460517249
48918.9189189189,-1.83699716806314,0.48756796167311
48988.988988989,-1.83536620153737,0.483590370031612
49059.0590590591,-1.83373669135471,0.479610728101583
49129.1291291291,-1.83210867755968,0.475629078559314
49199.1991991992,-1.8304822001286,0.471645464249495
49269.2692692693,-1.8288572989689,0.467659928185603
49339.3393393393,-1.82723401391832,0.463672513550472
49409.4094094094,-1.82561238474459,0.4596832636973
49479.4794794795,-1.82399245114454,0.455692222149908
49549.5495495495,-1.8223742527435,0.451699432603377
49619.6196196196,-1.82075782909471,0.447704938925049
49689.6896896897,-1.8191432196787,0.443708785154848
49759.7597597598,-1.81753046390219,0.439711015505662
49829.8298298298,-1.81591960109794,0.435711674364712
49899.8998998999,-1.81431067052361,0.431710806293398
49969.96996997,-1.81270371136107,0.42770845602816
50040.04004004,-1.81109876271579,0.423704668481256
50110.1101101101,-1.80949586361599,0.419699488741248
50180.1801801802,-1.80789505301183,0.415692962073473
50250.2502502502,-1.80629636977447,0.411685133920614
50320.3203203203,-1.80469985269558,0.407676049903592
50390.3903903904,-1.8031055404861,0.403665755821801
50460.4604604605,-1.80151347177575,0.399654297653816
50530.5305305305,-1.79992368511182,0.39564172155791
50600.6006006006,-1.79833621895859,0.391628073872577
50670.6706706707,-1.79675111169631,0.387613401117503
50740.7407407407,-1.79516840162003,0.383597749993157
50810.8108108108,-1.79358812693915,0.379581167382378
50880.8808808809,-1.79201032577613,0.375563700350281
50950.950950951,-1.79043503616547,0.371545396144843
51021.021021021,-1.78886229605303,0.367526302197626
51091.0910910911,-1.78729214329466,0.363506466124092
51161.1611611612,-1.78572461565559,0.359485935724258
51231.2312312312,-1.78415975080896,0.355464758982907
51301.3013013013,-1.78259758633517,0.351442984070495
51371.3713713714,-1.78103815972045,0.34742065934319
51441.4414414414,-1.77948150835611,0.343397833343641
51511.5115115115,-1.77792766953712,0.339374554801271
51581.5815815816,-1.7763766804613,0.335350872632818
51651.6516516517,-1.77482857822791,0.3313268359427
51721.7217217217,-1.77328339983659,0.32730249402333
51791.7917917918,-1.77174118218638,0.323277896355973
51861.8618618619,-1.77020196207416,0.319253092610568
51931.9319319319,-1.76866577619374,0.31522813264646
52002.002002002,-1.76713266113459,0.311203066512838
52072.0720720721,-1.76560265338045,0.307177944448864
52142.1421421421,-1.76407578930824,0.303152816884275
52212.2122122122,-1.7625521051867,0.299127734439517
52282.2822822823,-1.7610316371751,0.295102747926354
52352.3523523523,-1.75951442132198,0.291077908347776
52422.4224224224,-1.75800049356369,0.287053266898772
52492.4924924925,-1.75648988972316,0.283028874966283
52562.5625625626,-1.75498264550862,0.279004784129812
52632.6326326326,-1.75347879651201,0.274981046161508
52702.7027027027,-1.75197837820764,0.270957713026156
52772.7727727728,-1.75048142595084,0.266934836882
52842.8428428428,-1.74898797497656,0.262912470080618
52912.9129129129,-1.74749806039782,0.258890665167283
52982.982982983,-1.74601171720413,0.254869474880925
53053.0530530531,-1.74452898026027,0.250848952154553
53123.1231231231,-1.74304988430461,0.2468291501155
53193.1931931932,-1.74157446394765,0.242810122085382
53263.2632632633,-1.74010275367035,0.238791921580265
53333.3333333333,-1.73863478782268,0.23477460231077
53403.4034034034,-1.7371706006221,0.230758218182506
53473.4734734735,-1.73571022615189,0.226742823295875
53543.5435435435,-1.73425369835931,0.222728471945831
53613.6136136136,-1.73280105105442,0.218715218622777
53683.6836836837,-1.73135231790802,0.214703118011859
53753.7537537538,-1.7299075324502,0.210692224993217
53823.8238238238,-1.72846672806869,0.206682594642405
53893.8938938939,-1.72702993800678,0.202674282229447
53963.963963964,-1.72559719536215,0.198667343219863
54034.034034034,-1.72416853308475,0.19466183327397
54104.1041041041,-1.72274398397499,0.190657808246749
54174.1741741742,-1.72132358068236,0.186655324188418
54244.2442442442,-1.71990735570305,0.182654437343336
54314.3143143143,-1.71849534137879,0.178655204150897
54384.3843843844,-1.7170875698944,0.174657681244555
54454.4544544545,-1.71568407327643,0.170661925452193
54524.5245245245,-1.71428488339089,0.16666799379555
54594.5945945946,-1.71289003194169,0.162675943490306
54664.6646646647,-1.71149955046858,0.158685831945706
54734.7347347347,-1.71011347034521,0.154697716764218
54804.8048048048,-1.70873182277716,0.150711655741264
54874.8748748749,-1.70735463880021,0.146727706865266
54944.9449449449,-1.70598194927803,0.142745928316644
55015.015015015,-1.70461378490047,0.138766378468111
55085.0850850851,-1.70325017618139,0.134789115883818
55155.1551551552,-1.7018911534567,0.1308141993194
55225.2252252252,-1.7005367468823,0.126841687721035
55295.2952952953,-1.69918698643193,0.122871640225143
55365.3653653654,-1.69784190189536,0.118904116158459
55435.4354354354,-1.69650152287593,0.114939175036517
55505.5055055055,-1.69516587878868,0.110976876563943
55575.5755755756,-1.69383499885828,0.107017280633605
55645.6456456457,-1.69250891211654,0.103060447325797
55715.7157157157,-1.69118764740072,0.099106436908104
55785.7857857858,-1.68987123335102,0.0951553098343499
55855.8558558559,-1.68855969840841,0.0912071267438754
55925.9259259259,-1.68725307081252,0.087261948461231
55995.995995996,-1.68595137859951,0.0833198359951303
56066.0660660661,-1.68465464959958,0.0793808505378513
56136.1361361361,-1.68336291143467,0.0754450534642554
56206.2062062062,-1.68207619151724,0.0715125063306666
56276.2762762763,-1.68079451704581,0.0675832708752755
56346.3463463463,-1.67951791500485,0.0636574090157522
56416.4164164164,-1.67824641216132,0.0597349828490526
56486.4864864865,-1.67698003506259,0.05581605465026
56556.5565565566,-1.67571881003414,0.0519006868719364
56626.6266266266,-1.67446276317724,0.047988942142709
56696.6966966967,-1.67321192036637,0.0440808832663655
56766.7667667668,-1.671966307247,0.0401765732206816
56836.8368368368,-1.67072594923332,0.0362760751566703
56906.9069069069,-1.66949087150554,0.032379452396932
56976.976976977,-1.6682610990076,0.0284867684345478
57047.047047047,-1.66703665644484,0.0245980869322942
57117.1171171171,-1.66581756828134,0.0207134717207347
57187.1871871872,-1.66460385873768,0.0168329867975129
57257.2572572573,-1.66339555178824,0.012956696325549
57327.3273273273,-1.66219267115899,0.0090846646320508
57397.3973973974,-1.6609952403248,0.00521695620700428
57467.4674674675,-1.65980328250681,0.0013536357011621
57537.5375375375,-1.65861682067033,-0.0025052320743648
57607.6076076076,-1.65743587752203,-0.00635958215039418
57677.6776776777,-1.65626047550723,-0.0102093494013138
57747.7477477478,-1.65509063680786,-0.0140544685459796
57817.8178178178,-1.65392638333939,-0.0178948741502054
57887.8878878879,-1.65276773674863,-0.0217305006277112
57957.957957958,-1.65161471841097,-0.0255612822423476
58028.028028028,-1.65046734942786,-0.0293871531096266
58098.0980980981,-1.64932565062418,-0.0332080471985091
58168.1681681682,-1.64818964254571,-0.0370238983333005
58238.2382382382,-1.64705934545651,-0.0408346401955767
58308.3083083083,-1.6459347793363,-0.044640206326003
58378.3783783784,-1.64481596387778,-0.0484405301263144
58448.4484484484,-1.64370291848407,-0.0522355448617523
58518.5185185185,-1.64259566226625,-0.056025183661996
58588.5885885886,-1.64149421404031,-0.0598093795246726
58658.6586586587,-1.6403985923249,-0.0635880653165356
58728.7287287287,-1.63930881533861,-0.0673611737758009
58798.7987987988,-1.63822490099717,-0.0711286375146767
58868.8688688689,-1.63714686691094,-0.0748903890213319
58938.9389389389,-1.63607473038218,-0.0786463606626056
59009.009009009,-1.63500850840249,-0.0823964846855513
59079.0790790791,-1.63394821765026,-0.0861406932208279
59149.1491491491,-1.6328938744875,-0.0898789182846133
59219.2192192192,-1.63184549495774,-0.0936110917811126
59289.2892892893,-1.63080309478329,-0.0973371455050928
59359.3593593594,-1.62976668936229,-0.101057011144667
59429.4294294294,-1.62873629376625,-0.104770620283932
59499.4994994995,-1.62771192273745,-0.108477904405069
59569.5695695696,-1.6266935906864,-0.112178794892066
59639.6396396396,-1.62568131168844,-0.115873223032737
59709.7097097097,-1.62467509948226,-0.119561120021603
59779.7797797798,-1.62367496746631,-0.123242416963006
59849.8498498499,-1.62268092869657,-0.126917044874135
59919.9199199199,-1.62169299588389,-0.130584934687532
59989.98998999,-1.62071118139127,-0.134246017254612
60060.0600600601,-1.61973549723126,-0.137900223348425
60130.1301301301,-1.61876595506345,-0.141547483666437
60200.2002002002,-1.61780256619168,-0.145187728834581
60270.2702702703,-1.61684534156148,-0.148820889409824
60340.3403403403,-1.61589429175766,-0.152446895883383
60410.4104104104,-1.61494942700143,-0.156065678684481
60480.4804804805,-1.61401075714803,-0.159677168183346
60550.5505505505,-1.6130782916841,-0.163281294694434
60620.6206206206,-1.61215203972512,-0.166877988480492
60690.6906906907,-1.61123201001287,-0.170467179755563
60760.7607607608,-1.61031821091286,-0.174048798688793
60830.8308308308,-1.60941065041187,-0.177622775407877
60900.9009009009,-1.60850933611542,-0.181189040002721
60970.970970971,-1.6076142752452,-0.184747522529448
61041.041041041,-1.6067254746368,-0.188298153013566
61111.1111111111,-1.60584294073692,-0.191840861454449
61181.1811811812,-1.60496667960129,-0.195375577828541
61251.2512512512,-1.60409669689191,-0.198902232093946
61321.3213213213,-1.60323299787489,-0.20242075419361
61391.3913913914,-1.60237558741791,-0.205931074059973
61461.4614614615,-1.60152446998791,-0.209433121618719
61531.5315315315,-1.60067964964867,-0.212926826793021
61601.6016016016,-1.59984113005856,-0.216412119507415
61671.6716716717,-1.59900891446813,-0.219888929692345
61741.7417417417,-1.59818300571795,-0.223357187288292
61811.8118118118,-1.59736340623624,-0.226816822249975
61881.8818818819,-1.59655011803663,-0.230267764550836
61951.951951952,-1.59574314271596,-0.233709944187317
62022.022022022,-1.59494248145217,-0.237143291183382
62092.0920920921,-1.59414813500192,-0.24056773559517
62162.1621621622,-1.59336010369866,-0.243983207515383
62232.2322322322,-1.59257838745043,-0.247389637077526
62302.3023023023,-1.59180298573777,-0.250786954461342
62372.3723723724,-1.59103389761171,-0.254175089896952
62442.4424424424,-1.59027112169164,-0.257553973669607
62512.5125125125,-1.58951465616341,-0.26092353612476
62582.5825825826,-1.58876449877736,-0.264283707672593
62652.6526526527,-1.58802064684638,-0.267634418793078
62722.7227227227,-1.58728309724394,-0.270975600041004
62792.7927927928,-1.58655184640232,-0.274307182050814
62862.8628628629,-1.58582689031085,-0.277629095541362
62932.9329329329,-1.58510822451373,-0.28094127132144
63003.003003003,-1.5843958441089,-0.284243640294911
63073.0730730731,-1.58368974374579,-0.287536133465478
63143.1431431431,-1.58298991762389,-0.290818681941911
63213.2132132132,-1.58229635949103,-0.294091216943783
63283.2832832833,-1.58160906264174,-0.297353669806417
63353.3533533534,-1.58092801991585,-0.300605971986045
63423.4234234234,-1.58025322369686,-0.303848055065374
63493.4934934935,-1.57958466591041,-0.307079850759336
63563.5635635636,-1.57892233802294,-0.310301290919982
63633.6336336336,-1.5782662310403,-0.313512307542278
63703.7037037037,-1.57761633550631,-0.316712832769797
63773.7737737738,-1.57697264150161,-0.319902798900095
63843.8438438438,-1.57633513864226,-0.32308213838981
63913.9139139139,-1.57570381607865,-0.326250783861892
63983.983983984,-1.57507866249429,-0.32940866810941
64054.0540540541,-1.57445966610466,-0.332555724102657
64124.1241241241,-1.57384681465634,-0.33569188499424
64194.1941941942,-1.57324009542572,-0.33881708412517
64264.2642642643,-1.57263949521825,-0.341931255030778
64334.3343343343,-1.57204500036755,-0.345034331446264
64404.4044044044,-1.57145659673438,-0.348126247312896
64474.4744744745,-1.57087426970607,-0.351206936783904
64544.5445445445,-1.57029800419559,-0.35427633423048
64614.6146146146,-1.56972778464104,-0.357334374247601
64684.6846846847,-1.5691635950048,-0.36038099166056
64754.7547547548,-1.56860541877322,-0.363416121530294
64824.8248248248,-1.5680532389559,-0.366439699160363
64894.8948948949,-1.56750703808535,-0.369451660102138
64964.964964965,-1.56696679821655,-0.372451940162105
65035.035035035,-1.56643250092663,-0.375440475406659
65105.1051051051,-1.56590412731457,-0.378417202169909
65175.1751751752,-1.56538165800108,-0.381382057058324
65245.2452452452,-1.56486507312826,-0.384334976958456
65315.3153153153,-1.56435435235979,-0.387275899041838
65385.3853853854,-1.56384947488064,-0.39020476077263
65455.4554554555,-1.56335041939729,-0.393121499912843
65525.5255255255,-1.56285716413774,-0.3960260545294
65595.5955955956,-1.56236968685176,-0.398918363000318
65665.6656656657,-1.56188796481106,-0.401798364020915
65735.7357357357,-1.56141197480968,-0.404665996610194
65805.8058058058,-1.56094169316418,-0.407521200117756
65875.8758758759,-1.56047709571452,-0.410363914229632
65945.9459459459,-1.56001815782391,-0.413194078974884
66016.016016016,-1.55956485437996,-0.416011634732628
66086.0860860861,-1.55911715979512,-0.418816522237603
66156.1561561562,-1.55867504800744,-0.421608682587019
66226.2262262262,-1.55823849248124,-0.424388057247548
66296.2962962963,-1.55780746620822,-0.427154588060876
66366.3663663664,-1.55738194170816,-0.429908217251025
66436.4364364364,-1.55696189103007,-0.432648887430452
66506.5065065065,-1.55654728575324,-0.435376541606695
66576.5765765766,-1.55613809698859,-0.438091123188845
66646.6466466466,-1.55573429537916,-0.440792575993381
66716.7167167167,-1.55533585110279,-0.443480844252475
66786.7867867868,-1.55494273387213,-0.446155872618503
66856.8568568569,-1.5545549129369,-0.448817606171855
66926.9269269269,-1.55417235708512,-0.451465990426742
66996.996996997,-1.55379503464495,-0.45410097133781
67067.0670670671,-1.55342291348604,-0.45672249530705
67137.1371371371,-1.55305596102174,-0.459330509189814
67207.2072072072,-1.55269414421052,-0.461924960301462
67277.2772772773,-1.55233742955827,-0.464505796423705
67347.3473473474,-1.55198578311998,-0.467072965811258
67417.4174174174,-1.55163917050205,-0.46962641719806
67487.4874874875,-1.55129755686439,-0.472166099803883
67557.5575575576,-1.55096090692278,-0.47469196334034
67627.6276276276,-1.55062918495042,-0.477203958017533
67697.6976976977,-1.55030235478194,-0.479702034550644
67767.7677677678,-1.54998037981427,-0.482186144166005
67837.8378378378,-1.54966322301,-0.484656238607127
67907.9079079079,-1.54935084689984,-0.487112270141362
67977.977977978,-1.54904321358538,-0.489554191566194
68048.048048048,-1.54874028474187,-0.49198195621515
68118.1181181181,-1.54844202162108,-0.494395517964306
68188.1881881882,-1.5481483850543,-0.496794831238105
68258.2582582583,-1.54785933545532,-0.499179851015981
68328.3283283283,-1.54757483282361,-0.501550532837789
68398.3983983984,-1.5472948367475,-0.503906832810639
68468.4684684685,-1.54701930640746,-0.506248707614181
68538.5385385385,-1.54674820057942,-0.508576114507009
68608.6086086086,-1.54648147763828,-0.510889011332809
68678.6786786787,-1.54621909556135,-0.513187356525398
