xyz_c_1	xyz_c_2	xyz_c_3	L	W	strike	dip	slip_strike	slip_dip	traction_strike	traction_dip
5462.5389704182	-34357.5976049502	-957.952682562337	2173.91304347826	2200	9	18	0.206140545844936	0.534178596501849	-0.499999999999999	-0.999999999999993
5802.6138944187	-32210.449038439	-957.952682562337	2173.91304347826	2200	9	18	0.262587791201771	0.632075041372289	-0.499999999999998	-1
6142.6888184192	-30063.3004719278	-957.952682562337	2173.91304347826	2200	9	18	0.300311793346895	0.670739432479614	-0.500000000000002	-1
6482.7637424197	-27916.1519054167	-957.952682562337	2173.91304347826	2200	9	18	0.325870274449033	0.693633549377859	-0.499999999999999	-1
6822.83866642021	-25769.0033389055	-957.952682562337	2173.91304347826	2200	9	18	0.340712492624611	0.705766264401212	-0.500000000000001	-0.999999999999996
7162.91359042071	-23621.8547723943	-957.952682562337	2173.91304347826	2200	9	18	0.339562168487089	0.700041089809148	-0.499999999999999	-0.999999999999995
7502.98851442121	-21474.7062058832	-957.952682562337	2173.91304347826	2200	9	18	0.295389602236667	0.626724674107973	-0.500000000000002	-1
7843.06343842171	-19327.557639372	-957.952682562337	2173.91304347826	2200	9	18	0	0	3.56188290780459	6.86117537050311
8183.13836242221	-17180.4090728608	-957.952682562337	2173.91304347826	2200	9	18	0.310768570653457	0.665329875937342	-0.499999999999999	-1.00000000000001
8523.21328642272	-15033.2605063497	-957.952682562337	2173.91304347826	2200	9	18	0.36825034247376	0.770253439428543	-0.500000000000001	-0.999999999999996
8863.28821042322	-12886.1119398385	-957.952682562337	2173.91304347826	2200	9	18	0.39796988867235	0.803720192384583	-0.5	-0.999999999999998
9203.36313442372	-10738.9633733273	-957.952682562337	2173.91304347826	2200	9	18	0.411429278356302	0.818999592726816	-0.5	-0.999999999999996
9543.43805842422	-8591.81480681614	-957.952682562337	2173.91304347826	2200	9	18	0.406808304545252	0.813266588751522	-0.499999999999999	-0.999999999999999
9883.51298242472	-6444.66624030498	-957.952682562337	2173.91304347826	2200	9	18	0.353329397648974	0.728188574940503	-0.5	-0.999999999999999
10223.5879064252	-4297.5176737938	-957.952682562337	2173.91304347826	2200	9	18	0	0	4.37209073333945	8.05100888585189
10563.6628304257	-2150.36910728263	-957.952682562337	2173.91304347826	2200	9	18	0.378158824700592	0.759220617535353	-0.500000000000002	-1
10903.7377544262	-3.22054077146979	-957.952682562337	2173.91304347826	2200	9	18	0.452067649985744	0.862613841530482	-0.499999999999995	-1
11243.8126784267	2143.92802573971	-957.952682562337	2173.91304347826	2200	9	18	0.489707232726672	0.874063706858655	-0.500000000000001	-0.999999999999993
11583.8876024272	4291.07659225087	-957.952682562337	2173.91304347826	2200	9	18	0.503611288233991	0.855788326297443	-0.500000000000008	-0.999999999999997
11923.9625264277	6438.22515876204	-957.952682562337	2173.91304347826	2200	9	18	0.490412033878971	0.807086420093754	-0.499999999999997	-0.999999999999995
12264.0374504282	8585.37372527321	-957.952682562337	2173.91304347826	2200	9	18	0.415892490797435	0.680117179429066	-0.500000000000002	-1
12604.1123744287	10732.5222917844	-957.952682562337	2173.91304347826	2200	9	18	0	0	4.84825886366023	6.77336647902188
12944.1872984292	12879.6708582955	-957.952682562337	2173.91304347826	2200	9	18	0.370480157613942	0.595376864716559	-0.5	-1
13284.2622224297	15026.8194248067	-957.952682562337	2173.91304347826	2200	9	18	0.4011039322274	0.651108579077328	-0.499999999999999	-1
13624.3371464302	17173.9679913179	-957.952682562337	2173.91304347826	2200	9	18	0.389219844974053	0.636680587367032	-0.500000000000002	-0.999999999999992
13964.4120704307	19321.1165578291	-957.952682562337	2173.91304347826	2200	9	18	0.325626934883979	0.547717676827653	-0.500000000000001	-1
14304.4869944312	21468.2651243402	-957.952682562337	2173.91304347826	2200	9	18	0	0	3.11662749295378	4.60677820266783
14644.5619184317	23615.4136908514	-957.952682562337	2173.91304347826	2200	9	18	0	0	2.83665831652882	4.12885925324416
14984.6368424323	25762.5622573626	-957.952682562337	2173.91304347826	2200	9	18	0.264077905957065	0.440462972679689	-0.500000000000001	-0.999999999999999
15324.7117664328	27909.7108238737	-957.952682562337	2173.91304347826	2200	9	18	0.286930037516797	0.467999016868214	-0.499999999999999	-1
15664.7866904333	30056.8593903849	-957.952682562337	2173.91304347826	2200	9	18	0.2796784480152	0.480134468242254	-0.5	-1
16004.8616144338	32204.0079568961	-957.952682562337	2173.91304347826	2200	9	18	0.274096731461613	0.498084076376853	-0.499999999999999	-1
16344.9365384343	34351.1565234072	-957.952682562337	2173.91304347826	2200	9	18	0.265616219955447	0.475492297533584	-0.5	-0.999999999999999
16685.0114624348	36498.3050899184	-957.952682562337	2173.91304347826	2200	9	18	0.213096227473842	0.352628796483944	-0.5	-1
17025.0863864353	38645.4536564296	-957.952682562337	2173.91304347826	2200	9	18	0	0	1.75457381920419	2.11757490801183
17365.1613104358	40792.6022229408	-957.952682562337	2173.91304347826	2200	9	18	0.147275252805192	0.253484525083106	-0.500000000000001	-1
17705.2362344363	42939.7507894519	-957.952682562337	2173.91304347826	2200	9	18	0.190285595617777	0.340847065721123	-0.500000000000002	-0.999999999999997
18045.3111584368	45086.8993559631	-957.952682562337	2173.91304347826	2200	9	18	0.206597034609423	0.341332097984597	-0.499999999999999	-0.999999999999999
18385.3860824373	47234.0479224743	-957.952682562337	2173.91304347826	2200	9	18	0.175508905295436	0.269906482428241	-0.499999999999999	-1
5268.10111523966	-49629.0696207722	-1671.78193956847	2380.95238095238	2420	9	18	0.0601864574742205	0.223786581752248	-0.5	-1
5640.56412724021	-47277.4307145933	-1671.78193956847	2380.95238095238	2420	9	18	0	0	0.614986045176453	2.32388855278745
6013.02713924076	-44925.7918084144	-1671.78193956847	2380.95238095238	2420	9	18	0.109344215491019	0.313031772081613	-0.499999999999999	-1
6385.49015124131	-42574.1529022355	-1671.78193956847	2380.95238095238	2420	9	18	0.164831296926587	0.499597178710664	-0.500000000000001	-0.999999999999997
6757.95316324186	-40222.5139960566	-1671.78193956847	2380.95238095238	2420	9	18	0.218795810267139	0.628355421642225	-0.499999999999999	-1
7130.41617524241	-37870.8750898777	-1671.78193956847	2380.95238095238	2420	9	18	0.260686853481709	0.662261452141811	-0.5	-0.999999999999995
7502.87918724296	-35519.2361836988	-1671.78193956847	2380.95238095238	2420	9	18	0.32847761362682	0.74446508975182	-0.5	-1
7875.34219924351	-33167.5972775199	-1671.78193956847	2380.95238095238	2420	9	18	0.379464098879452	0.850326137088521	-0.500000000000001	-1
8247.80521124405	-30815.958371341	-1671.78193956847	2380.95238095238	2420	9	18	0.417541275233457	0.909654281028455	-0.499999999999998	-1
8620.2682232446	-28464.3194651621	-1671.78193956847	2380.95238095238	2420	9	18	0.447420567912265	0.945286150491794	-0.500000000000002	-0.999999999999999
8992.73123524516	-26112.6805589832	-1671.78193956847	2380.95238095238	2420	9	18	0.467269752655811	0.963708141201279	-0.5	-0.999999999999992
9365.1942472457	-23761.0416528043	-1671.78193956847	2380.95238095238	2420	9	18	0.473990003532032	0.959366751221905	-0.500000000000001	-1
9737.65725924625	-21409.4027466254	-1671.78193956847	2380.95238095238	2420	9	18	0.46975261869117	0.918388784232861	-0.499999999999999	-1
10110.1202712468	-19057.7638404465	-1671.78193956847	2380.95238095238	2420	9	18	0.493477418896113	0.902253556439471	-0.5	-1
10482.5832832474	-16706.1249342676	-1671.78193956847	2380.95238095238	2420	9	18	0.534428615118813	1.02208794222282	-0.500000000000001	-0.999999999999993
10855.0462952479	-14354.4860280887	-1671.78193956847	2380.95238095238	2420	9	18	0.55752867331212	1.08631012505643	-0.5	-1
11227.5093072485	-12002.8471219098	-1671.78193956847	2380.95238095238	2420	9	18	0.57263871852706	1.11909818709814	-0.500000000000002	-0.999999999999989
11599.972319249	-9651.20821573091	-1671.78193956847	2380.95238095238	2420	9	18	0.578025574498334	1.12891569758388	-0.499999999999999	-0.999999999999988
11972.4353312496	-7299.56930955201	-1671.78193956847	2380.95238095238	2420	9	18	0.572566727297444	1.10064555984387	-0.500000000000003	-1.00000000000001
12344.8983432501	-4947.93040337311	-1671.78193956847	2380.95238095238	2420	9	18	0.572667851793239	1.02849452021462	-0.499999999999998	-1
12717.3613552507	-2596.29149719421	-1671.78193956847	2380.95238095238	2420	9	18	0.630866236846493	1.13635149933243	-0.499999999999998	-0.999999999999993
13089.8243672512	-244.652591015322	-1671.78193956847	2380.95238095238	2420	9	18	0.664503705928739	1.20311283130782	-0.499999999999997	-1
13462.2873792518	2106.98631516358	-1671.78193956847	2380.95238095238	2420	9	18	0.681139786420355	1.20560580200878	-0.499999999999999	-0.999999999999995
13834.7503912523	4458.62522134248	-1671.78193956847	2380.95238095238	2420	9	18	0.678959177473067	1.16561768876037	-0.500000000000001	-1.00000000000001
14207.2134032529	6810.26412752138	-1671.78193956847	2380.95238095238	2420	9	18	0.651448579469248	1.07725609964119	-0.5	-0.999999999999995
14579.6764152534	9161.90303370028	-1671.78193956847	2380.95238095238	2420	9	18	0.5984758996563	0.924775939397974	-0.500000000000003	-1
14952.1394272539	11513.5419398792	-1671.78193956847	2380.95238095238	2420	9	18	0.581935414954909	0.84144959271141	-0.5	-1
15324.6024392545	13865.1808460581	-1671.78193956847	2380.95238095238	2420	9	18	0.565509416358575	0.858816742125667	-0.500000000000004	-0.999999999999998
15697.065451255	16216.819752237	-1671.78193956847	2380.95238095238	2420	9	18	0.538035302631804	0.861376433585233	-0.500000000000002	-1.00000000000001
16069.5284632556	18568.4586584159	-1671.78193956847	2380.95238095238	2420	9	18	0.494272355345636	0.80294956462976	-0.500000000000001	-0.999999999999998
16441.9914752561	20920.0975645948	-1671.78193956847	2380.95238095238	2420	9	18	0.436299694712395	0.659809089775667	-0.500000000000002	-0.999999999999999
16814.4544872567	23271.7364707737	-1671.78193956847	2380.95238095238	2420	9	18	0.410280972721257	0.586558005356681	-0.499999999999996	-0.999999999999996
17186.9174992572	25623.3753769526	-1671.78193956847	2380.95238095238	2420	9	18	0.389179349515932	0.599107579543597	-0.499999999999999	-1
17559.3805112578	27975.0142831315	-1671.78193956847	2380.95238095238	2420	9	18	0.343665105964461	0.53055169606317	-0.499999999999998	-1.00000000000001
17931.8435232583	30326.6531893104	-1671.78193956847	2380.95238095238	2420	9	18	0.33963761726051	0.599934835579152	-0.5	-1
18304.3065352589	32678.2920954893	-1671.78193956847	2380.95238095238	2420	9	18	0.339049368097164	0.654329632145151	-0.500000000000004	-0.999999999999998
18676.7695472594	35029.9310016682	-1671.78193956847	2380.95238095238	2420	9	18	0.275090619611347	0.562581118971902	-0.499999999999998	-1
19049.23255926	37381.5699078471	-1671.78193956847	2380.95238095238	2420	9	18	0	0	2.24517952246613	3.92845338554717
19421.6955712605	39733.208814026	-1671.78193956847	2380.95238095238	2420	9	18	0	0	2.15982293197886	2.87413094013055
19794.1585832611	42084.8477202049	-1671.78193956847	2380.95238095238	2420	9	18	0.24140118444669	0.405480589623398	-0.499999999999998	-0.999999999999998
20166.6215952616	44436.4866263838	-1671.78193956847	2380.95238095238	2420	9	18	0.252764336067093	0.427628847194996	-0.500000000000001	-0.999999999999998
20539.0846072622	46788.1255325627	-1671.78193956847	2380.95238095238	2420	9	18	0.192526444050266	0.333249069856063	-0.500000000000001	-1
7674.58625736818	-49883.3440941114	-2456.99412227521	2631.57894736842	2662	9	18	0.0790009786149416	0.26589485548906	-0.5	-0.999999999999998
8086.2559022109	-47284.16425044	-2456.99412227521	2631.57894736842	2662	9	18	0	0	0.880855914593635	2.98213588373743
8497.92554705361	-44684.9844067686	-2456.99412227521	2631.57894736842	2662	9	18	0	0	1.77411015808586	4.74631897162644
8909.59519189632	-42085.8045630972	-2456.99412227521	2631.57894736842	2662	9	18	0.248418405397329	0.635695501671054	-0.5	-1.00000000000001
9321.26483673904	-39486.6247194258	-2456.99412227521	2631.57894736842	2662	9	18	0.32760324544772	0.792805183594881	-0.499999999999999	-1
9732.93448158175	-36887.4448757543	-2456.99412227521	2631.57894736842	2662	9	18	0.387344699084782	0.882037909859163	-0.500000000000001	-1
10144.6041264245	-34288.2650320829	-2456.99412227521	2631.57894736842	2662	9	18	0.438000902458755	0.965956195306873	-0.5	-1.00000000000001
10556.2737712672	-31689.0851884115	-2456.99412227521	2631.57894736842	2662	9	18	0.477329925723401	1.03501729438866	-0.499999999999998	-0.999999999999999
10967.9434161099	-29089.9053447401	-2456.99412227521	2631.57894736842	2662	9	18	0.510194436111532	1.08338389256054	-0.500000000000001	-1
11379.6130609526	-26490.7255010687	-2456.99412227521	2631.57894736842	2662	9	18	0.537296826160633	1.11231721372318	-0.5	-0.999999999999996
11791.2827057953	-23891.5456573973	-2456.99412227521	2631.57894736842	2662	9	18	0.559900257749626	1.1231458967661	-0.499999999999999	-1
12202.952350638	-21292.3658137259	-2456.99412227521	2631.57894736842	2662	9	18	0.585701907767193	1.12945608855458	-0.500000000000001	-0.999999999999995
12614.6219954807	-18693.1859700544	-2456.99412227521	2631.57894736842	2662	9	18	0.618374862789552	1.16592871459407	-0.499999999999997	-0.999999999999998
13026.2916403235	-16094.006126383	-2456.99412227521	2631.57894736842	2662	9	18	0.64375238981919	1.22929788754627	-0.500000000000001	-0.999999999999997
13437.9612851662	-13494.8262827116	-2456.99412227521	2631.57894736842	2662	9	18	0.662068151821346	1.28172306350294	-0.500000000000003	-0.999999999999994
13849.6309300089	-10895.6464390402	-2456.99412227521	2631.57894736842	2662	9	18	0.678045545161855	1.31728988421209	-0.500000000000001	-0.999999999999998
14261.3005748516	-8296.46659536878	-2456.99412227521	2631.57894736842	2662	9	18	0.695702516339052	1.33364374508854	-0.499999999999999	-1
14672.9702196943	-5697.28675169736	-2456.99412227521	2631.57894736842	2662	9	18	0.722948895106285	1.34303980032371	-0.499999999999999	-0.999999999999994
15084.639864537	-3098.10690802595	-2456.99412227521	2631.57894736842	2662	9	18	0.756680848400724	1.38338174476652	-0.500000000000004	-1
15496.3095093797	-498.92706435453	-2456.99412227521	2631.57894736842	2662	9	18	0.77596074404157	1.41327184636572	-0.499999999999999	-1
15907.9791542224	2100.25277931689	-2456.99412227521	2631.57894736842	2662	9	18	0.778287247934606	1.4009168672718	-0.5	-1
16319.6487990652	4699.4326229883	-2456.99412227521	2631.57894736842	2662	9	18	0.760937417563364	1.34113731977584	-0.500000000000005	-1
16731.3184439079	7298.61246665972	-2456.99412227521	2631.57894736842	2662	9	18	0.718773283330123	1.22581785455791	-0.499999999999993	-0.999999999999996
17142.9880887506	9897.79231033113	-2456.99412227521	2631.57894736842	2662	9	18	0.654910527286601	1.04777622319571	-0.500000000000001	-0.999999999999997
17554.6577335933	12496.9721540025	-2456.99412227521	2631.57894736842	2662	9	18	0.584719444131916	0.838122156617167	-0.499999999999996	-1
17966.327378436	15096.151997674	-2456.99412227521	2631.57894736842	2662	9	18	0.590950497601339	0.942380881598952	-0.500000000000001	-0.999999999999991
18377.9970232787	17695.3318413454	-2456.99412227521	2631.57894736842	2662	9	18	0.577563364826579	0.956682920019491	-0.499999999999998	-0.999999999999997
18789.6666681214	20294.5116850168	-2456.99412227521	2631.57894736842	2662	9	18	0.522916692014802	0.853474700228074	-0.500000000000001	-0.999999999999998
19201.3363129641	22893.6915286882	-2456.99412227521	2631.57894736842	2662	9	18	0.445681400225707	0.655801802268287	-0.500000000000002	-1
19613.0059578069	25492.8713723596	-2456.99412227521	2631.57894736842	2662	9	18	0.345854085628317	0.577726481430004	-0.500000000000001	-0.999999999999999
20024.6756026496	28092.051216031	-2456.99412227521	2631.57894736842	2662	9	18	0	0	4.19870055949388	6.74206662057543
20436.3452474923	30691.2310597024	-2456.99412227521	2631.57894736842	2662	9	18	0.360741863766641	0.67637754100251	-0.5	-0.999999999999999
20848.014892335	33290.4109033739	-2456.99412227521	2631.57894736842	2662	9	18	0.383771580816557	0.744923690959039	-0.5	-0.999999999999999
21259.6845371777	35889.5907470453	-2456.99412227521	2631.57894736842	2662	9	18	0.296018430699316	0.59733571525483	-0.500000000000002	-1
21671.3541820204	38488.7705907167	-2456.99412227521	2631.57894736842	2662	9	18	0	0	3.10380396415894	4.92115002187223
22083.0238268631	41087.9504343881	-2456.99412227521	2631.57894736842	2662	9	18	0.267065358172497	0.441257264564694	-0.500000000000002	-0.999999999999997
22494.6934717058	43687.1302780595	-2456.99412227521	2631.57894736842	2662	9	18	0.25347731749651	0.398551078851177	-0.500000000000002	-0.999999999999998
22906.3631165486	46286.310121731	-2456.99412227521	2631.57894736842	2662	9	18	0.19329937620293	0.34328271297454	-0.499999999999998	-0.999999999999997
10317.7992504253	-50187.8001085338	-3320.72752325262	2857.14285714286	2928.2	9	18	0.138572432722584	0.350972231080853	-0.5	-1
10764.754864826	-47365.8334211191	-3320.72752325262	2857.14285714286	2928.2	9	18	0.203536712179774	0.460744190296446	-0.5	-1
11211.7104792267	-44543.8667337045	-3320.72752325262	2857.14285714286	2928.2	9	18	0.280914482877064	0.603269230731015	-0.500000000000001	-1
11658.6660936273	-41721.9000462898	-3320.72752325262	2857.14285714286	2928.2	9	18	0.350814692862419	0.793844637547431	-0.499999999999999	-1
12105.621708028	-38899.9333588751	-3320.72752325262	2857.14285714286	2928.2	9	18	0.404669679776494	0.909309706240447	-0.500000000000002	-1
12552.5773224286	-36077.9666714604	-3320.72752325262	2857.14285714286	2928.2	9	18	0.451229116605728	0.994868978271899	-0.499999999999999	-1
12999.5329368293	-33255.9999840457	-3320.72752325262	2857.14285714286	2928.2	9	18	0.49220195173113	1.07318972183505	-0.5	-1.00000000000001
13446.48855123	-30434.0332966311	-3320.72752325262	2857.14285714286	2928.2	9	18	0.529307724917881	1.14057671895843	-0.499999999999997	-1
13893.4441656306	-27612.0666092164	-3320.72752325262	2857.14285714286	2928.2	9	18	0.563189442997556	1.18780290725243	-0.499999999999997	-1
14340.3997800313	-24790.0999218017	-3320.72752325262	2857.14285714286	2928.2	9	18	0.59421978157225	1.21382474747587	-0.499999999999999	-1
14787.3553944319	-21968.133234387	-3320.72752325262	2857.14285714286	2928.2	9	18	0.625644254315598	1.23542198128813	-0.5	-0.999999999999999
15234.3110088326	-19146.1665469723	-3320.72752325262	2857.14285714286	2928.2	9	18	0.658593358783649	1.27484400722055	-0.499999999999997	-1
15681.2666232333	-16324.1998595577	-3320.72752325262	2857.14285714286	2928.2	9	18	0.6883112837165	1.32846201615944	-0.500000000000001	-0.999999999999993
16128.2222376339	-13502.233172143	-3320.72752325262	2857.14285714286	2928.2	9	18	0.714987387887554	1.39063922849847	-0.499999999999998	-0.999999999999989
16575.1778520346	-10680.2664847283	-3320.72752325262	2857.14285714286	2928.2	9	18	0.742832934598541	1.44868819575574	-0.499999999999998	-1
17022.1334664352	-7858.29979731362	-3320.72752325262	2857.14285714286	2928.2	9	18	0.773846482700989	1.49422725731614	-0.499999999999999	-1.00000000000001
17469.0890808359	-5036.33310989894	-3320.72752325262	2857.14285714286	2928.2	9	18	0.805578655239861	1.53051473440374	-0.500000000000004	-0.999999999999994
17916.0446952366	-2214.36642248427	-3320.72752325262	2857.14285714286	2928.2	9	18	0.827700029002377	1.55506518826452	-0.499999999999997	-0.999999999999998
18363.0003096372	607.600264930412	-3320.72752325262	2857.14285714286	2928.2	9	18	0.832314601097761	1.54926215333144	-0.499999999999998	-1.00000000000001
18809.9559240379	3429.56695234509	-3320.72752325262	2857.14285714286	2928.2	9	18	0.814900944477567	1.49878311534849	-0.5	-0.999999999999995
19256.9115384385	6251.53363975977	-3320.72752325262	2857.14285714286	2928.2	9	18	0.761749351863907	1.38961334380458	-0.499999999999999	-0.999999999999998
19703.8671528392	9073.50032717446	-3320.72752325262	2857.14285714286	2928.2	9	18	0.618024466905421	1.1611341068026	-0.5	-0.999999999999996
20150.8227672399	11895.4670145891	-3320.72752325262	2857.14285714286	2928.2	9	18	0	0	6.73556414714203	10.8906735690869
20597.7783816405	14717.4337020038	-3320.72752325262	2857.14285714286	2928.2	9	18	0.567840709112635	0.993861949647679	-0.499999999999999	-1
21044.7339960412	17539.4003894185	-3320.72752325262	2857.14285714286	2928.2	9	18	0.604799487640196	1.04857931946523	-0.500000000000004	-1.00000000000001
21491.6896104418	20361.3670768332	-3320.72752325262	2857.14285714286	2928.2	9	18	0.489055792270084	0.902029057778933	-0.500000000000001	-1.00000000000001
21938.6452248425	23183.3337642478	-3320.72752325262	2857.14285714286	2928.2	9	18	0	0	4.75860814380036	7.80129825208141
22385.6008392432	26005.3004516625	-3320.72752325262	2857.14285714286	2928.2	9	18	0.352509625262168	0.562597528004837	-0.500000000000005	-0.999999999999998
22832.5564536438	28827.2671390772	-3320.72752325262	2857.14285714286	2928.2	9	18	0.409620361666503	0.650153875052559	-0.499999999999997	-1
23279.5120680445	31649.2338264919	-3320.72752325262	2857.14285714286	2928.2	9	18	0.467695593757169	0.832499269491811	-0.5	-1
23726.4676824451	34471.2005139066	-3320.72752325262	2857.14285714286	2928.2	9	18	0.45088383805597	0.824922743835903	-0.500000000000001	-1
24173.4232968458	37293.1672013213	-3320.72752325262	2857.14285714286	2928.2	9	18	0.387137523674777	0.677343627993347	-0.499999999999999	-1
24620.3789112465	40115.1338887359	-3320.72752325262	2857.14285714286	2928.2	9	18	0.313680042585945	0.54925042397203	-0.500000000000001	-0.999999999999999
