#patchMidLon patchMidLat patchMidDepth patchLength patchWidth rake strike dip slip(cm)
100.032118 -3.496780 6.747500 10886.508 7015.710 98.000000 322.406483 7.000000 170.719131
99.972286 -3.418825 6.747500 10886.508 7015.710 98.000000 322.406483 7.000000 208.719868
99.912464 -3.340864 6.747500 10886.508 7015.710 98.000000 322.406483 7.000000 236.213129
99.852654 -3.262897 6.747500 10886.508 7015.710 98.000000 322.406483 7.000000 259.948704
99.792853 -3.184925 6.747500 10886.508 7015.710 98.000000 322.406483 7.000000 272.349874
99.733063 -3.106947 6.747500 10886.508 7015.710 98.000000 322.406483 7.000000 260.825415
99.673283 -3.028965 6.747500 10886.508 7015.710 98.000000 322.406483 7.000000 214.968632
99.613512 -2.950977 6.747500 10886.508 7015.710 98.000000 322.406483 7.000000 129.922641
99.553749 -2.872986 6.747500 10886.508 7015.710 98.000000 322.406483 7.000000 24.744724
99.493996 -2.794990 6.747500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
99.434251 -2.716990 6.747500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
99.374514 -2.638987 6.747500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
99.314785 -2.560980 6.747500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
99.255063 -2.482970 6.747500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
99.195349 -2.404957 6.747500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
99.135641 -2.326941 6.747500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
99.075939 -2.248923 6.747500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
99.016243 -2.170903 6.747500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
98.956554 -2.092881 6.747500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
98.896869 -2.014857 6.747500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
100.381084 -3.847978 7.602500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
100.321190 -3.770061 7.602500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
100.261309 -3.692137 7.602500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
100.201441 -3.614205 7.602500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
100.141585 -3.536266 7.602500 10886.508 7015.710 98.000000 322.406483 7.000000 33.632071
100.081740 -3.458321 7.602500 10886.508 7015.710 98.000000 322.406483 7.000000 56.491271
100.021907 -3.380369 7.602500 10886.508 7015.710 98.000000 322.406483 7.000000 70.688322
99.962084 -3.302412 7.602500 10886.508 7015.710 98.000000 322.406483 7.000000 87.843274
99.902273 -3.224448 7.602500 10886.508 7015.710 98.000000 322.406483 7.000000 109.977150
99.842471 -3.146479 7.602500 10886.508 7015.710 98.000000 322.406483 7.000000 124.981581
99.782680 -3.068505 7.602500 10886.508 7015.710 98.000000 322.406483 7.000000 121.750499
99.722899 -2.990525 7.602500 10886.508 7015.710 98.000000 322.406483 7.000000 97.586374
99.663127 -2.912541 7.602500 10886.508 7015.710 98.000000 322.406483 7.000000 53.740390
99.603363 -2.834552 7.602500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
99.543609 -2.756559 7.602500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
99.483863 -2.678561 7.602500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
99.424125 -2.600560 7.602500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
99.364395 -2.522556 7.602500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
99.304672 -2.444548 7.602500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
99.244956 -2.366537 7.602500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
99.185247 -2.288524 7.602500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
99.125544 -2.210508 7.602500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
99.065847 -2.132489 7.602500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
99.006157 -2.054469 7.602500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
98.946471 -1.976447 7.602500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
100.430706 -3.809499 8.457500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
100.370811 -3.731586 8.457500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
100.310930 -3.653665 8.457500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
100.251061 -3.575737 8.457500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
100.191204 -3.497802 8.457500 10886.508 7015.710 98.000000 322.406483 7.000000 0.462065
100.131358 -3.419861 8.457500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
100.071524 -3.341913 8.457500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
100.011701 -3.263958 8.457500 10886.508 7015.710 98.000000 322.406483 7.000000 5.896272
99.951888 -3.185998 8.457500 10886.508 7015.710 98.000000 322.406483 7.000000 20.018280
99.892086 -3.108032 8.457500 10886.508 7015.710 98.000000 322.406483 7.000000 30.382072
99.832294 -3.030061 8.457500 10886.508 7015.710 98.000000 322.406483 7.000000 29.684535
99.772512 -2.952084 8.457500 10886.508 7015.710 98.000000 322.406483 7.000000 21.110553
99.712738 -2.874103 8.457500 10886.508 7015.710 98.000000 322.406483 7.000000 10.559382
99.652974 -2.796116 8.457500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
99.593219 -2.718126 8.457500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
99.533472 -2.640131 8.457500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
99.473733 -2.562133 8.457500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
99.414002 -2.484130 8.457500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
99.354278 -2.406125 8.457500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
99.294561 -2.328116 8.457500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
99.234851 -2.250105 8.457500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
99.175147 -2.172091 8.457500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
99.115449 -2.094074 8.457500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
99.055757 -2.016056 8.457500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
98.996070 -1.938036 8.457500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
100.480324 -3.771019 9.312500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
100.420429 -3.693110 9.312500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
100.360547 -3.615193 9.312500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
100.300677 -3.537268 9.312500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
100.240819 -3.459337 9.312500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
100.180973 -3.381399 9.312500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
100.121138 -3.303454 9.312500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
100.061314 -3.225503 9.312500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
100.001500 -3.147546 9.312500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
99.941697 -3.069583 9.312500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
99.881904 -2.991615 9.312500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
99.822121 -2.913641 9.312500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
99.762347 -2.835663 9.312500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
99.702582 -2.757679 9.312500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
99.642826 -2.679691 9.312500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
99.583078 -2.601699 9.312500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
99.523338 -2.523703 9.312500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
99.463606 -2.445703 9.312500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
99.403881 -2.367700 9.312500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
99.344163 -2.289693 9.312500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
99.284452 -2.211684 9.312500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
99.224747 -2.133672 9.312500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
99.165048 -2.055657 9.312500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
99.105355 -1.977641 9.312500 10886.508 7015.710 98.000000 322.406483 7.000000 0.000000
