#1:Lon   2:Lat   3:Center(km)    4:Slip(cm)    5:Stri-Slip(cm)    6:Dip-slip(cm)    7:StriSlipErr(cm)   8:DipSlipErr(cm)
99.169391 0.309015 68.982956 0.002692 -0.002363 0.001289 0.000000 0.000000
98.872847 0.403021 57.255101 27.557364 -14.840153 23.220210 0.000000 0.000000
99.009052 0.289302 60.038868 0.002811 -0.002606 0.001053 0.000000 0.000000
99.191448 0.442743 75.119339 0.002387 -0.002147 0.001043 0.000000 0.000000
98.134773 0.571166 33.305268 84.744824 -13.338398 83.688543 0.000000 0.000000
98.462062 -0.171606 27.319517 0.010255 -0.008334 -0.005975 0.000000 0.000000
98.826691 0.135758 47.314620 0.002528 -0.002368 0.000885 0.000000 0.000000
98.325809 -0.057893 25.448935 44.362352 -7.561855 -43.713117 0.000000 0.000000
98.987022 0.155523 54.769467 0.002456 -0.002418 0.000427 0.000000 0.000000
98.896998 0.536459 62.536941 19.523248 -13.121522 14.456240 0.000000 0.000000
98.423865 0.476752 40.959355 24.092073 -9.646437 22.076554 0.000000 0.000000
98.532226 0.229358 38.584247 22.555290 -15.297692 -16.574732 0.000000 0.000000
98.656695 0.897885 61.966240 75.023340 -8.065396 -74.588544 0.000000 0.000000
98.581301 0.496599 47.484343 17.544050 -12.493159 12.317251 0.000000 0.000000
98.714594 0.382956 49.729193 29.138722 -16.532401 23.994683 0.000000 0.000000
98.763724 0.650109 59.661994 13.485789 -12.182694 -5.783464 0.000000 0.000000
97.885572 0.932547 33.242080 33.323167 -7.019408 32.575472 0.000000 0.000000
97.520750 0.625105 18.926472 110.604608 -21.787163 108.437534 0.000000 0.000000
97.635561 0.378191 17.610073 159.507850 -21.307290 158.078315 0.000000 0.000000
97.927054 0.283455 21.810523 300.477773 -33.067811 298.652661 0.000000 0.000000
97.156052 0.317425 9.631108 8.217351 -7.173721 -4.007817 0.000000 0.000000
97.221225 0.714781 14.440053 225.220808 -50.779868 219.421551 0.000000 0.000000
97.840486 0.666183 26.808610 109.976363 -15.288130 108.908556 0.000000 0.000000
97.360845 0.603516 15.618584 108.297358 -20.179837 106.400620 0.000000 0.000000
97.703144 0.778861 25.355638 118.387440 -22.071547 116.311791 0.000000 0.000000
97.543227 0.757308 21.281494 160.146533 -26.002364 158.021483 0.000000 0.000000
97.178492 0.449670 11.059514 33.934273 -11.418876 31.955346 0.000000 0.000000
97.405421 -0.044008 9.914818 17.515273 -7.853418 -15.655946 0.000000 0.000000
97.744657 0.129657 15.989629 186.914976 -41.454996 182.259956 0.000000 0.000000
97.475750 0.358631 14.667863 71.398489 -13.787216 70.054671 0.000000 0.000000
97.817923 0.531964 23.823496 172.853139 -24.263938 171.141664 0.000000 0.000000
97.658103 0.512438 20.015503 141.411086 -17.228493 140.357666 0.000000 0.000000
98.059147 0.169376 22.755302 253.149688 -34.104782 250.841839 0.000000 0.000000
97.770042 0.263701 18.306868 251.006517 -29.499797 249.266993 0.000000 0.000000
98.216565 0.189309 27.334686 140.474286 -20.683962 138.943150 0.000000 0.000000
97.952391 0.417469 24.921721 246.357528 -23.395764 245.244103 0.000000 0.000000
98.291802 0.590841 39.002471 16.310229 -8.718560 13.784421 0.000000 0.000000
98.241491 0.323103 31.060810 134.850398 -17.789037 133.671912 0.000000 0.000000
97.694468 -0.138276 12.454539 65.717257 -22.840340 61.620424 0.000000 0.000000
97.587653 0.109873 13.481820 74.242440 -24.534829 70.071265 0.000000 0.000000
97.778998 -0.519468 11.015279 43.772255 -16.242255 40.647256 0.000000 0.000000
97.380134 -0.178102 8.756005 8.206480 -5.611106 5.988472 0.000000 0.000000
97.562352 -0.024199 11.866445 27.788071 -16.181486 22.590626 0.000000 0.000000
97.111121 0.050868 7.143891 0.000994 -0.000701 -0.000705 0.000000 0.000000
97.305157 -0.580062 5.888080 0.000567 -0.000526 -0.000213 0.000000 0.000000
97.512261 -0.292182 9.442854 52.722705 -13.060532 51.079410 0.000000 0.000000
97.453228 0.224358 12.856850 30.188026 -14.232767 26.622270 0.000000 0.000000
97.293425 0.204771 10.525985 18.193355 -8.840586 -15.901013 0.000000 0.000000
97.893380 -0.767206 11.294491 0.001574 -0.001458 -0.000593 0.000000 0.000000
97.487404 -0.426095 8.507009 30.034519 -10.010658 28.317116 0.000000 0.000000
97.596762 -0.673429 8.529008 10.027656 -5.551284 8.350876 0.000000 0.000000
97.550849 -0.941176 6.903017 0.000887 -0.000750 -0.000475 0.000000 0.000000
97.330003 -0.446129 6.815211 0.000624 -0.000612 -0.000123 0.000000 0.000000
97.414533 -0.827426 5.894911 0.000678 -0.000609 -0.000298 0.000000 0.000000
97.438541 -0.693717 6.802700 0.000775 -0.000712 -0.000306 0.000000 0.000000
97.528954 -1.075235 5.962367 0.000846 -0.000707 -0.000464 0.000000 0.000000
97.711163 -0.921203 8.766991 0.001064 -0.000923 -0.000530 0.000000 0.000000
98.440101 -0.305516 24.456590 0.009523 -0.009447 -0.001204 0.000000 0.000000
98.622381 -0.151751 32.778597 0.003516 -0.002493 -0.002479 0.000000 0.000000
97.620779 -0.539741 9.306186 30.673752 -11.434381 28.462853 0.000000 0.000000
97.733068 -0.787167 9.485193 0.001210 -0.001094 -0.000517 0.000000 0.000000
98.257843 -0.459353 18.330715 0.004965 -0.004937 0.000530 0.000000 0.000000
97.803027 -0.385805 11.963008 71.813516 -29.343509 65.544943 0.000000 0.000000
98.034241 0.035546 19.876178 163.588495 -43.041565 157.824648 0.000000 0.000000
97.876762 0.015580 16.614160 158.929980 -51.364123 150.401016 0.000000 0.000000
98.143518 -0.211690 18.636535 49.127971 -25.381713 -42.063360 0.000000 0.000000
98.097530 -0.479272 15.313684 0.003448 -0.003426 -0.000392 0.000000 0.000000
98.508125 0.095831 34.448895 57.129481 -10.703898 -56.117771 0.000000 0.000000
98.349889 0.075673 28.868862 31.199382 -1.403032 -31.167818 0.000000 0.000000
97.985293 -0.231917 15.557363 78.792753 -52.839347 -58.449135 0.000000 0.000000
98.075605 -0.613252 14.218107 0.002585 -0.002540 -0.000483 0.000000 0.000000
98.279786 -0.325406 20.186908 0.007353 -0.007106 0.001890 0.000000 0.000000
